order_year,order_month,order_monthname,city,category,GMV
2025,4,April,Lucknow,Electronics,5557542.0
2025,4,April,Lucknow,Fashion,572060.0
2025,4,April,Lucknow,Grocery,114381.0
2025,4,April,Lucknow,Home & Kitchen,1441438.0
2025,4,April,Mumbai,Books,388472.0
2025,4,April,Mumbai,Electronics,25258393.0
2025,4,April,Mumbai,Fashion,2482400.0
2025,4,April,Mumbai,Grocery,448159.0
2025,4,April,Mumbai,Home & Kitchen,4483233.0
2025,4,April,Pune,Books,179652.0
2025,4,April,Pune,Electronics,10548759.0
2025,4,April,Pune,Fashion,888221.0
2025,4,April,Pune,Grocery,209502.0
2025,4,April,Pune,Home & Kitchen,2002775.0
2025,5,May,Ahmedabad,Books,90694.0
2025,5,May,Ahmedabad,Electronics,7357652.0
2025,5,May,Ahmedabad,Fashion,716200.0
2025,5,May,Ahmedabad,Grocery,146059.0
2025,5,May,Ahmedabad,Home & Kitchen,1640946.0
2025,5,May,Bangalore,Books,294341.0
2025,5,May,Bangalore,Electronics,20638258.0
2025,5,May,Bangalore,Fashion,2130074.0
2025,5,May,Bangalore,Grocery,344006.0
2025,5,May,Bangalore,Home & Kitchen,3978819.0
2025,5,May,Chandigarh,Books,50699.0
2025,5,May,Chandigarh,Electronics,5175831.0
2025,5,May,Chandigarh,Fashion,364578.0
2025,5,May,Chandigarh,Grocery,71176.0
2025,5,May,Chandigarh,Home & Kitchen,711293.0
2025,5,May,Chennai,Books,225047.0
2025,5,May,Chennai,Electronics,10201502.0
2025,5,May,Chennai,Fashion,1070047.0
2025,5,May,Chennai,Grocery,240969.0
2025,5,May,Chennai,Home & Kitchen,2408512.0
2025,5,May,Delhi,Books,302807.0
2025,5,May,Delhi,Electronics,23947244.0
2025,5,May,Delhi,Fashion,2201305.0
2025,5,May,Delhi,Grocery,440102.0
2025,5,May,Delhi,Home & Kitchen,4560630.0
2025,5,May,Hyderabad,Books,192613.0
2025,5,May,Hyderabad,Electronics,12187681.0
2025,5,May,Hyderabad,Fashion,1357239.0
2025,5,May,Hyderabad,Grocery,220126.0
2025,5,May,Hyderabad,Home & Kitchen,2702141.0
2025,5,May,Jaipur,Books,108252.0
2025,5,May,Jaipur,Electronics,7663134.0
2025,5,May,Jaipur,Fashion,689725.0
2025,5,May,Jaipur,Grocery,101264.0
2025,5,May,Jaipur,Home & Kitchen,1115078.0
2025,5,May,Kochi,Books,66216.0
2025,5,May,Kochi,Electronics,2688483.0
2025,5,May,Kochi,Fashion,255052.0
2025,5,May,Kochi,Grocery,46431.0
2025,5,May,Kochi,Home & Kitchen,781255.0
2025,5,May,Kolkata,Books,162477.0
2025,5,May,Kolkata,Electronics,10128096.0
2025,5,May,Kolkata,Fashion,971778.0
2025,5,May,Kolkata,Grocery,211490.0
2025,5,May,Kolkata,Home & Kitchen,1796735.0
2025,5,May,Lucknow,Books,77428.0
2025,5,May,Lucknow,Electronics,5096674.0
2025,5,May,Lucknow,Fashion,494773.0
2025,5,May,Lucknow,Grocery,96413.0
2025,5,May,Lucknow,Home & Kitchen,1247767.0
2025,5,May,Mumbai,Books,409432.0
2025,5,May,Mumbai,Electronics,26169056.0
2025,5,May,Mumbai,Fashion,2505866.0
2025,5,May,Mumbai,Grocery,455486.0
2025,5,May,Mumbai,Home & Kitchen,4617969.0
2025,5,May,Pune,Books,197063.0
2025,5,May,Pune,Electronics,10484481.0
2025,5,May,Pune,Fashion,1311542.0
2025,5,May,Pune,Grocery,192688.0
2025,5,May,Pune,Home & Kitchen,2296974.0
2025,6,June,Ahmedabad,Books,102497.0
2025,6,June,Ahmedabad,Electronics,7023281.0
2025,6,June,Ahmedabad,Fashion,644554.0
2025,6,June,Ahmedabad,Grocery,145335.0
2025,6,June,Ahmedabad,Home & Kitchen,1460726.0
2025,6,June,Bangalore,Books,347419.0
2025,6,June,Bangalore,Electronics,21109656.0
2025,6,June,Bangalore,Fashion,1876859.0
2025,6,June,Bangalore,Grocery,356217.0
2025,6,June,Bangalore,Home & Kitchen,3625342.0
2025,6,June,Chandigarh,Books,68477.0
2025,6,June,Chandigarh,Electronics,3350155.0
2025,6,June,Chandigarh,Fashion,507350.0
2025,6,June,Chandigarh,Grocery,106869.0
2025,6,June,Chandigarh,Home & Kitchen,821333.0
2025,6,June,Chennai,Books,188711.0
2025,6,June,Chennai,Electronics,13228232.0
2025,6,June,Chennai,Fashion,1242702.0
2025,6,June,Chennai,Grocery,178931.0
2025,6,June,Chennai,Home & Kitchen,2269907.0
2025,6,June,Delhi,Books,334727.0
2025,6,June,Delhi,Electronics,25123402.0
2025,6,June,Delhi,Fashion,2043739.0
2025,6,June,Delhi,Grocery,358358.0
2025,6,June,Delhi,Home & Kitchen,4346331.0
2025,6,June,Hyderabad,Books,212986.0
2025,6,June,Hyderabad,Electronics,12720051.0
2025,6,June,Hyderabad,Fashion,1423030.0
2025,6,June,Hyderabad,Grocery,247956.0
2025,6,June,Hyderabad,Home & Kitchen,2175889.0
2025,6,June,Jaipur,Books,109119.0
2025,6,June,Jaipur,Electronics,5521232.0
2025,6,June,Jaipur,Fashion,684902.0
2025,6,June,Jaipur,Grocery,114453.0
2025,6,June,Jaipur,Home & Kitchen,1243296.0
2025,6,June,Kochi,Books,22240.0
2025,6,June,Kochi,Electronics,2858156.0
2025,6,June,Kochi,Fashion,245872.0
2025,6,June,Kochi,Grocery,46864.0
2025,6,June,Kochi,Home & Kitchen,447855.0
2025,6,June,Kolkata,Books,111572.0
2025,6,June,Kolkata,Electronics,9067752.0
2025,6,June,Kolkata,Fashion,1036145.0
2025,6,June,Kolkata,Grocery,159634.0
2025,6,June,Kolkata,Home & Kitchen,1961789.0
2025,6,June,Lucknow,Books,83276.0
2025,6,June,Lucknow,Electronics,5096189.0
2025,6,June,Lucknow,Fashion,545406.0
2025,6,June,Lucknow,Grocery,85214.0
2025,6,June,Lucknow,Home & Kitchen,1312852.0
2025,6,June,Mumbai,Books,379874.0
2025,6,June,Mumbai,Electronics,24831026.0
2025,6,June,Mumbai,Fashion,2459573.0
2025,6,June,Mumbai,Grocery,453570.0
2025,6,June,Mumbai,Home & Kitchen,5057627.0
2025,6,June,Pune,Books,193006.0
2025,6,June,Pune,Electronics,12450165.0
2025,6,June,Pune,Fashion,1128164.0
2025,6,June,Pune,Grocery,205572.0
2025,6,June,Pune,Home & Kitchen,2241767.0
2025,7,July,Ahmedabad,Books,89456.0
2025,7,July,Ahmedabad,Electronics,6848434.0
2025,7,July,Ahmedabad,Fashion,567127.0
2025,7,July,Ahmedabad,Grocery,163564.0
2025,7,July,Ahmedabad,Home & Kitchen,1614928.0
2025,7,July,Bangalore,Books,347762.0
2025,7,July,Bangalore,Electronics,19758636.0
2025,7,July,Bangalore,Fashion,2044626.0
2025,7,July,Bangalore,Grocery,405088.0
2025,7,July,Bangalore,Home & Kitchen,4745009.0
2025,7,July,Chandigarh,Books,53472.0
2025,7,July,Chandigarh,Electronics,5071829.0
2025,7,July,Chandigarh,Fashion,454264.0
2025,7,July,Chandigarh,Grocery,70502.0
2025,7,July,Chandigarh,Home & Kitchen,859026.0
2025,7,July,Chennai,Books,157478.0
2025,7,July,Chennai,Electronics,12096244.0
2025,7,July,Chennai,Fashion,1133423.0
2025,7,July,Chennai,Grocery,222907.0
2025,7,July,Chennai,Home & Kitchen,2040125.0
2025,7,July,Delhi,Books,315325.0
2025,7,July,Delhi,Electronics,23634022.0
2025,7,July,Delhi,Fashion,2129160.0
2025,7,July,Delhi,Grocery,368325.0
2025,7,July,Delhi,Home & Kitchen,4831005.0
2025,7,July,Hyderabad,Books,186048.0
2025,7,July,Hyderabad,Electronics,14506274.0
2025,7,July,Hyderabad,Fashion,1255732.0
2025,7,July,Hyderabad,Grocery,236840.0
2025,7,July,Hyderabad,Home & Kitchen,2772278.0
2025,7,July,Jaipur,Books,84302.0
2025,7,July,Jaipur,Electronics,5876798.0
2025,7,July,Jaipur,Fashion,584874.0
2025,7,July,Jaipur,Grocery,121463.0
2025,7,July,Jaipur,Home & Kitchen,820110.0
2025,7,July,Kochi,Books,33261.0
2025,7,July,Kochi,Electronics,2367623.0
2025,7,July,Kochi,Fashion,223101.0
2025,7,July,Kochi,Grocery,24186.0
2025,7,July,Kochi,Home & Kitchen,816071.0
2025,7,July,Kolkata,Books,159315.0
2025,7,July,Kolkata,Electronics,9529634.0
2025,7,July,Kolkata,Fashion,920659.0
2025,7,July,Kolkata,Grocery,177860.0
2025,7,July,Kolkata,Home & Kitchen,1837959.0
2025,7,July,Lucknow,Books,108794.0
2025,7,July,Lucknow,Electronics,4931206.0
2025,7,July,Lucknow,Fashion,609374.0
2025,7,July,Lucknow,Grocery,81971.0
2025,7,July,Lucknow,Home & Kitchen,1119842.0
2025,7,July,Mumbai,Books,431245.0
2025,7,July,Mumbai,Electronics,26760090.0
2025,7,July,Mumbai,Fashion,2590315.0
2025,7,July,Mumbai,Grocery,459104.0
2025,7,July,Mumbai,Home & Kitchen,5495838.0
2025,7,July,Pune,Books,199245.0
2025,7,July,Pune,Electronics,10535430.0
2025,7,July,Pune,Fashion,1233788.0
2025,7,July,Pune,Grocery,219853.0
2025,7,July,Pune,Home & Kitchen,2233521.0
2025,8,August,Ahmedabad,Books,92441.0
2025,8,August,Ahmedabad,Electronics,7422158.0
2025,8,August,Ahmedabad,Fashion,732535.0
2025,8,August,Ahmedabad,Grocery,105389.0
2025,8,August,Ahmedabad,Home & Kitchen,1338805.0
2025,8,August,Bangalore,Books,299000.0
2025,8,August,Bangalore,Electronics,20829630.0
2025,8,August,Bangalore,Fashion,1949833.0
2025,8,August,Bangalore,Grocery,358876.0
2025,8,August,Bangalore,Home & Kitchen,4091641.0
2025,8,August,Chandigarh,Books,50951.0
2025,8,August,Chandigarh,Electronics,4843371.0
2025,8,August,Chandigarh,Fashion,508093.0
2025,8,August,Chandigarh,Grocery,57644.0
2025,8,August,Chandigarh,Home & Kitchen,646515.0
2025,8,August,Chennai,Books,228677.0
2025,8,August,Chennai,Electronics,11886065.0
2025,8,August,Chennai,Fashion,1138673.0
2025,8,August,Chennai,Grocery,295507.0
2025,8,August,Chennai,Home & Kitchen,3069016.0
2025,8,August,Delhi,Books,362049.0
2025,8,August,Delhi,Electronics,25954104.0
2025,8,August,Delhi,Fashion,2200737.0
2025,8,August,Delhi,Grocery,403384.0
2025,8,August,Delhi,Home & Kitchen,3854340.0
2025,8,August,Hyderabad,Books,197665.0
2025,8,August,Hyderabad,Electronics,16760324.0
2025,8,August,Hyderabad,Fashion,1419389.0
2025,8,August,Hyderabad,Grocery,276103.0
2025,8,August,Hyderabad,Home & Kitchen,3013579.0
2025,8,August,Jaipur,Books,79865.0
2025,8,August,Jaipur,Electronics,5530429.0
2025,8,August,Jaipur,Fashion,577241.0
2025,8,August,Jaipur,Grocery,151030.0
2025,8,August,Jaipur,Home & Kitchen,1142660.0
2025,8,August,Kochi,Books,35166.0
2025,8,August,Kochi,Electronics,2319343.0
2025,8,August,Kochi,Fashion,301861.0
2025,8,August,Kochi,Grocery,55290.0
2025,8,August,Kochi,Home & Kitchen,346874.0
2025,8,August,Kolkata,Books,158962.0
2025,8,August,Kolkata,Electronics,9830006.0
2025,8,August,Kolkata,Fashion,985163.0
2025,8,August,Kolkata,Grocery,213633.0
2025,8,August,Kolkata,Home & Kitchen,1832800.0
2025,8,August,Lucknow,Books,92724.0
2025,8,August,Lucknow,Electronics,6079348.0
2025,8,August,Lucknow,Fashion,623858.0
2025,8,August,Lucknow,Grocery,119816.0
2025,8,August,Lucknow,Home & Kitchen,1114502.0
2025,8,August,Mumbai,Books,455356.0
2025,8,August,Mumbai,Electronics,24956336.0
2025,8,August,Mumbai,Fashion,2753476.0
2025,8,August,Mumbai,Grocery,508952.0
2025,8,August,Mumbai,Home & Kitchen,5554894.0
2025,8,August,Pune,Books,193595.0
2025,8,August,Pune,Electronics,11875853.0
2025,8,August,Pune,Fashion,1061952.0
2025,8,August,Pune,Grocery,220386.0
2025,8,August,Pune,Home & Kitchen,2110108.0
2025,9,September,Ahmedabad,Books,81758.0
2025,9,September,Ahmedabad,Electronics,6710963.0
2025,9,September,Ahmedabad,Fashion,513427.0
2025,9,September,Ahmedabad,Grocery,116758.0
2025,9,September,Ahmedabad,Home & Kitchen,815511.0
2025,9,September,Bangalore,Books,326821.0
2025,9,September,Bangalore,Electronics,21141771.0
2025,9,September,Bangalore,Fashion,1849215.0
2025,9,September,Bangalore,Grocery,362902.0
2025,9,September,Bangalore,Home & Kitchen,3678479.0
2025,9,September,Chandigarh,Books,63648.0
2025,9,September,Chandigarh,Electronics,4178677.0
2025,9,September,Chandigarh,Fashion,289915.0
2025,9,September,Chandigarh,Grocery,79606.0
2025,9,September,Chandigarh,Home & Kitchen,602273.0
2025,9,September,Chennai,Books,183011.0
2025,9,September,Chennai,Electronics,13835276.0
2025,9,September,Chennai,Fashion,1133867.0
2025,9,September,Chennai,Grocery,231718.0
2025,9,September,Chennai,Home & Kitchen,2487428.0
2025,9,September,Delhi,Books,307093.0
2025,9,September,Delhi,Electronics,21095474.0
2025,9,September,Delhi,Fashion,2133271.0
2025,9,September,Delhi,Grocery,421982.0
2025,9,September,Delhi,Home & Kitchen,4167102.0
2025,9,September,Hyderabad,Books,233418.0
2025,9,September,Hyderabad,Electronics,14573233.0
2025,9,September,Hyderabad,Fashion,1447739.0
2025,9,September,Hyderabad,Grocery,251074.0
2025,9,September,Hyderabad,Home & Kitchen,3035628.0
2025,9,September,Jaipur,Books,78971.0
2025,9,September,Jaipur,Electronics,5175123.0
2025,9,September,Jaipur,Fashion,592507.0
2025,9,September,Jaipur,Grocery,93716.0
2025,9,September,Jaipur,Home & Kitchen,1065794.0
2025,9,September,Kochi,Books,30248.0
2025,9,September,Kochi,Electronics,2556931.0
2025,9,September,Kochi,Fashion,171350.0
2025,9,September,Kochi,Grocery,31404.0
2025,9,September,Kochi,Home & Kitchen,360410.0
2025,9,September,Kolkata,Books,153714.0
2025,9,September,Kolkata,Electronics,9442530.0
2025,9,September,Kolkata,Fashion,870450.0
2025,9,September,Kolkata,Grocery,147952.0
2025,9,September,Kolkata,Home & Kitchen,1892907.0
2025,9,September,Lucknow,Books,124015.0
2025,9,September,Lucknow,Electronics,6274385.0
2025,9,September,Lucknow,Fashion,505455.0
2025,9,September,Lucknow,Grocery,126024.0
2025,9,September,Lucknow,Home & Kitchen,985920.0
2025,9,September,Mumbai,Books,438314.0
2025,9,September,Mumbai,Electronics,25111336.0
2025,9,September,Mumbai,Fashion,2521400.0
2025,9,September,Mumbai,Grocery,431601.0
2025,9,September,Mumbai,Home & Kitchen,4909971.0
2025,9,September,Pune,Books,150257.0
2025,9,September,Pune,Electronics,11022333.0
2025,9,September,Pune,Fashion,961421.0
2025,9,September,Pune,Grocery,215086.0
2025,9,September,Pune,Home & Kitchen,2318178.0
2025,10,October,Ahmedabad,Books,131016.0
2025,10,October,Ahmedabad,Electronics,8181890.0
2025,10,October,Ahmedabad,Fashion,767165.0
2025,10,October,Ahmedabad,Grocery,119305.0
2025,10,October,Ahmedabad,Home & Kitchen,1205914.0
2025,10,October,Bangalore,Books,394908.0
2025,10,October,Bangalore,Electronics,24025804.0
2025,10,October,Bangalore,Fashion,2069348.0
2025,10,October,Bangalore,Grocery,377572.0
2025,10,October,Bangalore,Home & Kitchen,3717627.0
2025,10,October,Chandigarh,Books,85713.0
2025,10,October,Chandigarh,Electronics,4589661.0
2025,10,October,Chandigarh,Fashion,415607.0
2025,10,October,Chandigarh,Grocery,77109.0
2025,10,October,Chandigarh,Home & Kitchen,1147961.0
2025,10,October,Chennai,Books,214531.0
2025,10,October,Chennai,Electronics,14662905.0
2025,10,October,Chennai,Fashion,1282061.0
2025,10,October,Chennai,Grocery,257014.0
2025,10,October,Chennai,Home & Kitchen,2158945.0
2025,10,October,Delhi,Books,347645.0
2025,10,October,Delhi,Electronics,22739852.0
2025,10,October,Delhi,Fashion,2418510.0
2025,10,October,Delhi,Grocery,416601.0
2025,10,October,Delhi,Home & Kitchen,4061141.0
2025,10,October,Hyderabad,Books,227029.0
2025,10,October,Hyderabad,Electronics,15760206.0
2025,10,October,Hyderabad,Fashion,1483946.0
2025,10,October,Hyderabad,Grocery,266911.0
2025,10,October,Hyderabad,Home & Kitchen,3231998.0
2025,10,October,Jaipur,Books,93998.0
2025,10,October,Jaipur,Electronics,6049613.0
2025,10,October,Jaipur,Fashion,502735.0
2025,10,October,Jaipur,Grocery,80497.0
2025,10,October,Jaipur,Home & Kitchen,1405741.0
2025,10,October,Kochi,Books,56252.0
2025,10,October,Kochi,Electronics,2796868.0
2025,10,October,Kochi,Fashion,191136.0
2025,10,October,Kochi,Grocery,57588.0
2025,10,October,Kochi,Home & Kitchen,472208.0
2025,10,October,Kolkata,Books,169489.0
2025,10,October,Kolkata,Electronics,9557216.0
2025,10,October,Kolkata,Fashion,928851.0
2025,10,October,Kolkata,Grocery,192893.0
2025,10,October,Kolkata,Home & Kitchen,2063260.0
2025,10,October,Lucknow,Books,75931.0
2025,10,October,Lucknow,Electronics,6479620.0
2025,10,October,Lucknow,Fashion,662329.0
2025,10,October,Lucknow,Grocery,109082.0
2025,10,October,Lucknow,Home & Kitchen,1272531.0
2025,10,October,Mumbai,Books,378015.0
2025,10,October,Mumbai,Electronics,22194683.0
2025,10,October,Mumbai,Fashion,2357514.0
2025,10,October,Mumbai,Grocery,409266.0
2025,10,October,Mumbai,Home & Kitchen,4502132.0
2025,10,October,Pune,Books,164767.0
2025,10,October,Pune,Electronics,10769622.0
2025,10,October,Pune,Fashion,1070071.0
2025,10,October,Pune,Grocery,222206.0
2025,10,October,Pune,Home & Kitchen,2294846.0
2025,11,November,Ahmedabad,Books,106959.0
2025,11,November,Ahmedabad,Electronics,6604151.0
2025,11,November,Ahmedabad,Fashion,641882.0
2025,11,November,Ahmedabad,Grocery,109102.0
2025,11,November,Ahmedabad,Home & Kitchen,1255376.0
2025,11,November,Bangalore,Books,281764.0
2025,11,November,Bangalore,Electronics,20270909.0
2025,11,November,Bangalore,Fashion,1849206.0
2025,11,November,Bangalore,Grocery,320853.0
2025,11,November,Bangalore,Home & Kitchen,3689238.0
2025,11,November,Chandigarh,Books,38704.0
2025,11,November,Chandigarh,Electronics,3626753.0
2025,11,November,Chandigarh,Fashion,391738.0
2025,11,November,Chandigarh,Grocery,74438.0
2025,11,November,Chandigarh,Home & Kitchen,769037.0
2025,11,November,Chennai,Books,184934.0
2025,11,November,Chennai,Electronics,14925716.0
2025,11,November,Chennai,Fashion,1313563.0
2025,11,November,Chennai,Grocery,253599.0
2025,11,November,Chennai,Home & Kitchen,2075197.0
2025,11,November,Delhi,Books,282717.0
2025,11,November,Delhi,Electronics,23756810.0
2025,11,November,Delhi,Fashion,2430243.0
2025,11,November,Delhi,Grocery,390674.0
2025,11,November,Delhi,Home & Kitchen,4095217.0
2025,11,November,Hyderabad,Books,222657.0
2025,11,November,Hyderabad,Electronics,15637098.0
2025,11,November,Hyderabad,Fashion,1512983.0
2025,11,November,Hyderabad,Grocery,219377.0
2025,11,November,Hyderabad,Home & Kitchen,2347910.0
2025,11,November,Jaipur,Books,94023.0
2025,11,November,Jaipur,Electronics,4257371.0
2025,11,November,Jaipur,Fashion,731231.0
2025,11,November,Jaipur,Grocery,109494.0
2025,11,November,Jaipur,Home & Kitchen,1322575.0
2025,11,November,Kochi,Books,33386.0
2025,11,November,Kochi,Electronics,2495556.0
2025,11,November,Kochi,Fashion,282337.0
2025,11,November,Kochi,Grocery,57848.0
2025,11,November,Kochi,Home & Kitchen,385358.0
2025,11,November,Kolkata,Books,167169.0
2025,11,November,Kolkata,Electronics,9405106.0
2025,11,November,Kolkata,Fashion,1069719.0
2025,11,November,Kolkata,Grocery,190747.0
2025,11,November,Kolkata,Home & Kitchen,1662860.0
2025,11,November,Lucknow,Books,59201.0
2025,11,November,Lucknow,Electronics,5974603.0
2025,11,November,Lucknow,Fashion,559714.0
2025,11,November,Lucknow,Grocery,78837.0
2025,11,November,Lucknow,Home & Kitchen,1019230.0
2025,11,November,Mumbai,Books,446684.0
2025,11,November,Mumbai,Electronics,27946033.0
2025,11,November,Mumbai,Fashion,2434337.0
2025,11,November,Mumbai,Grocery,470561.0
2025,11,November,Mumbai,Home & Kitchen,5385900.0
2025,11,November,Pune,Books,144070.0
2025,11,November,Pune,Electronics,12241505.0
2025,11,November,Pune,Fashion,1075432.0
2025,11,November,Pune,Grocery,197291.0
2025,11,November,Pune,Home & Kitchen,1849962.0
2025,12,December,Ahmedabad,Books,100172.0
2025,12,December,Ahmedabad,Electronics,7078199.0
2025,12,December,Ahmedabad,Fashion,762023.0
2025,12,December,Ahmedabad,Grocery,118630.0
2025,12,December,Ahmedabad,Home & Kitchen,1305681.0
2025,12,December,Bangalore,Books,301462.0
2025,12,December,Bangalore,Electronics,18733801.0
2025,12,December,Bangalore,Fashion,2015168.0
2025,12,December,Bangalore,Grocery,342473.0
2025,12,December,Bangalore,Home & Kitchen,3400229.0
2025,12,December,Chandigarh,Books,97241.0
2025,12,December,Chandigarh,Electronics,4249763.0
2025,12,December,Chandigarh,Fashion,315708.0
2025,12,December,Chandigarh,Grocery,90746.0
2025,12,December,Chandigarh,Home & Kitchen,778991.0
2025,12,December,Chennai,Books,244519.0
2025,12,December,Chennai,Electronics,10186456.0
2025,12,December,Chennai,Fashion,1255047.0
2025,12,December,Chennai,Grocery,255574.0
2025,12,December,Chennai,Home & Kitchen,1971874.0
2025,12,December,Delhi,Books,293239.0
2025,12,December,Delhi,Electronics,21437112.0
2025,12,December,Delhi,Fashion,2278239.0
2025,12,December,Delhi,Grocery,417190.0
2025,12,December,Delhi,Home & Kitchen,4306400.0
2025,12,December,Hyderabad,Books,256995.0
2025,12,December,Hyderabad,Electronics,14339461.0
2025,12,December,Hyderabad,Fashion,1666090.0
2025,12,December,Hyderabad,Grocery,217773.0
2025,12,December,Hyderabad,Home & Kitchen,2574029.0
2025,12,December,Jaipur,Books,83754.0
2025,12,December,Jaipur,Electronics,5837281.0
2025,12,December,Jaipur,Fashion,577816.0
2025,12,December,Jaipur,Grocery,94988.0
2025,12,December,Jaipur,Home & Kitchen,991446.0
2025,12,December,Kochi,Books,51687.0
2025,12,December,Kochi,Electronics,3093427.0
2025,12,December,Kochi,Fashion,264823.0
2025,12,December,Kochi,Grocery,47189.0
2025,12,December,Kochi,Home & Kitchen,326198.0
2025,12,December,Kolkata,Books,171080.0
2025,12,December,Kolkata,Electronics,9144426.0
2025,12,December,Kolkata,Fashion,924135.0
2025,12,December,Kolkata,Grocery,139371.0
2025,12,December,Kolkata,Home & Kitchen,2036633.0
2025,12,December,Lucknow,Books,50769.0
2025,12,December,Lucknow,Electronics,4981122.0
2025,12,December,Lucknow,Fashion,359351.0
2025,12,December,Lucknow,Grocery,84365.0
2025,12,December,Lucknow,Home & Kitchen,643493.0
2025,12,December,Mumbai,Books,322502.0
2025,12,December,Mumbai,Electronics,26230729.0
2025,12,December,Mumbai,Fashion,2189594.0
2025,12,December,Mumbai,Grocery,416165.0
2025,12,December,Mumbai,Home & Kitchen,5075594.0
2025,12,December,Pune,Books,162273.0
2025,12,December,Pune,Electronics,12332499.0
2025,12,December,Pune,Fashion,1189547.0
2025,12,December,Pune,Grocery,228416.0
2025,12,December,Pune,Home & Kitchen,2114634.0
