order_id,carrier,ship_to_city,delivery_status,shipping_cost,diff_hours,customer_id,order_year,order_month,order_monthname,city,is_delayed
ORD005662,Delhivery,Lucknow,Late_1_2d,82.24,104.66,C22189,2024,8,August,Lucknow,1
ORD005663,Delhivery,Chennai,OnTime,101.84,20.78,C24138,2024,8,August,Chennai,0
ORD005664,Delhivery,Chennai,OnTime,114.05,29.71,C00102,2024,8,August,Chennai,0
ORD005665,Delhivery,Mumbai,Late_1_2d,80.08,61.79,C17279,2024,8,August,Mumbai,1
ORD005666,InHouse,Mumbai,OnTime,26.26,20.19,C04211,2024,8,August,Mumbai,0
ORD005667,Delhivery,Jaipur,Late_1_2d,100.28,89.36,C04606,2024,8,August,Jaipur,1
ORD005668,Delhivery,Mumbai,OnTime,113.93,26.24,C22966,2024,8,August,Mumbai,0
ORD005669,InHouse,Mumbai,OnTime,88.05,9.51,C18251,2024,8,August,Mumbai,0
ORD005670,BlueDart,Mumbai,OnTime,104.35,32.41,C11609,2024,8,August,Mumbai,0
ORD005671,Ekart,Bangalore,OnTime,116.17,31.61,C23487,2024,8,August,Bangalore,0
ORD005672,Ekart,Delhi,OnTime,125.42,28.59,C24029,2024,8,August,Delhi,0
ORD005673,Ekart,Delhi,Late_1_2d,113.85,50.47,C12744,2024,8,August,Delhi,1
ORD005674,InHouse,Hyderabad,Late_1_2d,67.57,47.86,C24377,2024,8,August,Hyderabad,1
ORD005675,Delhivery,Hyderabad,OnTime,107.64,28.03,C17268,2024,8,August,Hyderabad,0
ORD005676,Delhivery,Kolkata,OnTime,74.24,25.8,C05007,2024,8,August,Kolkata,0
ORD005677,BlueDart,Mumbai,OnTime,95.32,29.51,C15383,2024,8,August,Mumbai,0
ORD005678,InHouse,Mumbai,OnTime,49.91,22.13,C09174,2024,8,August,Mumbai,0
ORD005679,Delhivery,Pune,OnTime,95.07,12.59,C21178,2024,8,August,Pune,0
ORD005680,Delhivery,Chennai,OnTime,72.17,46.78,C17252,2024,8,August,Chennai,0
ORD005681,Ekart,Chennai,Late_1_2d,81.27,61.53,C04308,2024,8,August,Chennai,1
ORD005682,BlueDart,Hyderabad,OnTime,122.36,12.94,C09207,2024,8,August,Hyderabad,0
ORD005683,Delhivery,Jaipur,InTransit,79.87,,C10848,2024,8,August,Jaipur,0
ORD005684,Delhivery,Delhi,Late_1_2d,90.15,66.04,C08693,2024,8,August,Delhi,1
ORD005685,Ekart,Pune,InTransit,108.59,,C18165,2024,8,August,Pune,0
ORD005686,Delhivery,Chennai,Late_1_2d,91.18,61.41,C04135,2024,8,August,Chennai,1
ORD005687,Delhivery,Pune,OnTime,71.82,26.84,C14423,2024,8,August,Pune,0
ORD005688,BlueDart,Delhi,OnTime,44.9,21.66,C01220,2024,8,August,Delhi,0
ORD005689,Ekart,Bangalore,OnTime,101.69,23.62,C18696,2024,8,August,Bangalore,0
ORD005690,BlueDart,Pune,OnTime,87.36,25.04,C11891,2024,8,August,Pune,0
ORD005691,Delhivery,Bangalore,InTransit,67.1,,C11802,2024,8,August,Bangalore,0
ORD005692,Delhivery,Mumbai,OnTime,97.71,13.55,C20822,2024,8,August,Mumbai,0
ORD005693,Delhivery,Hyderabad,Late_1_2d,103.42,43.72,C20857,2024,8,August,Hyderabad,1
ORD005694,Ekart,Kochi,OnTime,101.06,18.63,C05831,2024,8,August,Kochi,0
ORD005695,BlueDart,Delhi,OnTime,40.74,30.09,C16176,2024,8,August,Delhi,0
ORD005696,Ekart,Delhi,OnTime,118.93,29.74,C10549,2024,8,August,Delhi,0
ORD005697,Delhivery,Mumbai,OnTime,103.76,19.74,C02727,2024,8,August,Mumbai,0
ORD005698,BlueDart,Mumbai,OnTime,107.82,13.44,C16614,2024,8,August,Mumbai,0
ORD005699,BlueDart,Chandigarh,OnTime,78.61,48.53,C23441,2024,8,August,Chandigarh,0
ORD005700,BlueDart,Kolkata,Late_1_2d,92.59,57.74,C10380,2024,8,August,Kolkata,1
ORD005701,BlueDart,Delhi,Late_1_2d,68.86,76.35,C19173,2024,8,August,Delhi,1
ORD005702,BlueDart,Kochi,OnTime,83.17,25.16,C12644,2024,8,August,Kochi,0
ORD005703,BlueDart,Lucknow,OnTime,121.56,21.2,C10713,2024,8,August,Lucknow,0
ORD005704,InHouse,Bangalore,OnTime,69.58,8.56,C17264,2024,8,August,Bangalore,0
ORD005705,Delhivery,Jaipur,Late_3_5d,92.48,103.41,C16030,2024,8,August,Jaipur,1
ORD005706,Ekart,Jaipur,Late_1_2d,67.72,75.97,C05260,2024,8,August,Jaipur,1
ORD005707,Ekart,Pune,OnTime,75.75,31.35,C17823,2024,8,August,Pune,0
ORD005708,Delhivery,Pune,Late_1_2d,87.91,45.85,C17892,2024,8,August,Pune,1
ORD005709,Ekart,Ahmedabad,OnTime,63.15,51.06,C17034,2024,8,August,Ahmedabad,0
ORD005710,BlueDart,Chandigarh,OnTime,143.52,19.1,C19210,2024,8,August,Chandigarh,0
ORD005711,InHouse,Mumbai,OnTime,53.79,17.29,C15960,2024,8,August,Mumbai,0
ORD005712,Ekart,Delhi,OnTime,53.77,20.81,C01519,2024,8,August,Delhi,0
ORD005713,InHouse,Mumbai,OnTime,84.84,15.96,C14294,2024,8,August,Mumbai,0
ORD005714,Ekart,Delhi,OnTime,90.44,25.85,C17053,2024,8,August,Delhi,0
ORD005715,BlueDart,Mumbai,OnTime,63.36,12.17,C06932,2024,8,August,Mumbai,0
ORD005716,Delhivery,Pune,OnTime,101.97,26.5,C19695,2024,8,August,Pune,0
ORD005717,Delhivery,Kolkata,OnTime,86.39,32.59,C21600,2024,8,August,Kolkata,0
ORD005719,Delhivery,Kolkata,OnTime,70.2,21.7,C05144,2024,8,August,Kolkata,0
ORD005721,BlueDart,Delhi,OnTime,105.54,24.78,C12353,2024,8,August,Delhi,0
ORD005722,InHouse,Hyderabad,OnTime,53.17,13.7,C20787,2024,8,August,Hyderabad,0
ORD005723,BlueDart,Ahmedabad,OnTime,95.47,30.07,C16360,2024,8,August,Ahmedabad,0
ORD005724,InHouse,Mumbai,OnTime,60.0,32.72,C08305,2024,8,August,Mumbai,0
ORD005725,Ekart,Mumbai,OnTime,125.78,31.16,C08327,2024,8,August,Mumbai,0
ORD005726,BlueDart,Chennai,OnTime,99.94,25.16,C10839,2024,8,August,Chennai,0
ORD005727,Delhivery,Hyderabad,Late_1_2d,99.5,60.79,C20339,2024,8,August,Hyderabad,1
ORD005729,BlueDart,Chandigarh,OnTime,106.89,26.13,C15501,2024,8,August,Chandigarh,0
ORD005730,BlueDart,Pune,OnTime,127.88,50.93,C15151,2024,8,August,Pune,0
ORD005731,Ekart,Chandigarh,OnTime,97.06,31.91,C18098,2024,8,August,Chandigarh,0
ORD005732,Ekart,Chennai,OnTime,102.26,36.14,C02267,2024,8,August,Chennai,0
ORD005733,BlueDart,Ahmedabad,OnTime,135.5,38.14,C24843,2024,8,August,Ahmedabad,0
ORD005734,BlueDart,Delhi,Late_1_2d,92.12,50.45,C00936,2024,8,August,Delhi,1
ORD005735,BlueDart,Pune,OnTime,110.72,18.66,C07564,2024,8,August,Pune,0
ORD005736,InHouse,Hyderabad,OnTime,55.65,7.5,C04517,2024,8,August,Hyderabad,0
ORD005737,BlueDart,Kolkata,Late_1_2d,112.9,49.62,C01477,2024,8,August,Kolkata,1
ORD005738,BlueDart,Pune,OnTime,130.37,31.95,C18927,2024,8,August,Pune,0
ORD005739,Ekart,Chennai,OnTime,128.41,21.69,C24268,2024,8,August,Chennai,0
ORD005740,InHouse,Mumbai,OnTime,66.99,14.83,C03344,2024,8,August,Mumbai,0
ORD005741,Ekart,Bangalore,Late_1_2d,77.93,49.35,C24463,2024,8,August,Bangalore,1
ORD005742,Ekart,Lucknow,OnTime,79.7,22.54,C09552,2024,8,August,Lucknow,0
ORD005743,BlueDart,Kochi,OnTime,74.46,37.43,C05202,2024,8,August,Kochi,0
ORD005744,Delhivery,Bangalore,Late_1_2d,102.85,48.83,C16782,2024,8,August,Bangalore,1
ORD005745,Ekart,Chennai,OnTime,78.61,16.13,C20209,2024,8,August,Chennai,0
ORD005746,Ekart,Bangalore,Late_1_2d,104.27,36.41,C24113,2024,8,August,Bangalore,1
ORD005748,InHouse,Hyderabad,OnTime,66.23,20.74,C24208,2024,8,August,Hyderabad,0
ORD005749,Ekart,Kochi,OnTime,72.18,28.53,C01955,2024,8,August,Kochi,0
ORD005751,Ekart,Jaipur,OnTime,108.45,39.09,C16565,2024,8,August,Jaipur,0
ORD005752,Delhivery,Delhi,Late_1_2d,113.38,72.0,C09581,2024,8,August,Delhi,1
ORD005753,BlueDart,Jaipur,Late_1_2d,124.8,44.21,C18876,2024,8,August,Jaipur,1
ORD005754,InHouse,Bangalore,OnTime,56.7,18.47,C08204,2024,8,August,Bangalore,0
ORD005755,InHouse,Delhi,OnTime,76.86,31.14,C14116,2024,8,August,Delhi,0
ORD005756,Delhivery,Chandigarh,OnTime,107.71,30.4,C01181,2024,8,August,Chandigarh,0
ORD005757,Delhivery,Kolkata,OnTime,127.21,29.11,C11207,2024,8,August,Kolkata,0
ORD005758,Delhivery,Pune,OnTime,84.82,34.23,C11126,2024,8,August,Pune,0
ORD005759,Delhivery,Kolkata,OnTime,74.14,39.79,C17365,2024,8,August,Kolkata,0
ORD005760,Ekart,Kolkata,Late_1_2d,47.31,67.76,C11833,2024,8,August,Kolkata,1
ORD005761,Delhivery,Ahmedabad,OnTime,74.8,45.71,C12014,2024,8,August,Ahmedabad,0
ORD005762,Ekart,Pune,OnTime,63.18,31.72,C22975,2024,8,August,Pune,0
ORD005763,Delhivery,Kolkata,OnTime,74.88,22.06,C20784,2024,8,August,Kolkata,0
ORD005764,Ekart,Bangalore,OnTime,117.39,24.53,C11289,2024,8,August,Bangalore,0
ORD005765,Ekart,Kolkata,Late_3_5d,81.41,91.18,C03421,2024,8,August,Kolkata,1
ORD005766,Delhivery,Kolkata,OnTime,105.95,19.22,C08131,2024,8,August,Kolkata,0
ORD005767,Delhivery,Mumbai,OnTime,84.3,21.02,C15708,2024,8,August,Mumbai,0
ORD005768,Delhivery,Kolkata,Late_1_2d,69.7,31.98,C02540,2024,8,August,Kolkata,1
ORD005769,Delhivery,Ahmedabad,OnTime,113.09,27.45,C05543,2024,8,August,Ahmedabad,0
ORD005770,Ekart,Bangalore,OnTime,77.59,18.5,C12831,2024,8,August,Bangalore,0
ORD005771,InHouse,Mumbai,OnTime,54.84,16.23,C04925,2024,8,August,Mumbai,0
ORD005772,Ekart,Chennai,Late_1_2d,92.45,41.77,C09337,2024,8,August,Chennai,1
ORD005773,BlueDart,Mumbai,Late_1_2d,91.75,44.34,C03852,2024,8,August,Mumbai,1
ORD005774,BlueDart,Hyderabad,OnTime,136.98,33.97,C17632,2024,8,August,Hyderabad,0
ORD005775,Delhivery,Pune,OnTime,122.69,47.8,C21508,2024,8,August,Pune,0
ORD005776,Delhivery,Delhi,OnTime,107.89,28.59,C00945,2024,8,August,Delhi,0
ORD005777,BlueDart,Mumbai,OnTime,124.99,12.92,C09251,2024,8,August,Mumbai,0
ORD005778,Ekart,Chennai,OnTime,89.72,12.99,C20109,2024,8,August,Chennai,0
ORD005780,InHouse,Delhi,OnTime,68.79,7.45,C19156,2024,8,August,Delhi,0
ORD005781,Delhivery,Mumbai,OnTime,43.55,17.96,C13145,2024,8,August,Mumbai,0
ORD005782,Ekart,Kolkata,Late_3_5d,115.16,85.5,C07853,2024,8,August,Kolkata,1
ORD005783,BlueDart,Kolkata,OnTime,94.09,17.84,C01806,2024,8,August,Kolkata,0
ORD005784,BlueDart,Pune,OnTime,109.7,48.16,C16603,2024,8,August,Pune,0
ORD005785,BlueDart,Delhi,OnTime,115.46,17.7,C10933,2024,8,August,Delhi,0
ORD005786,BlueDart,Ahmedabad,OnTime,143.08,18.8,C10149,2024,8,August,Ahmedabad,0
ORD005787,Ekart,Chennai,OnTime,89.76,13.59,C14815,2024,8,August,Chennai,0
ORD005788,Ekart,Kolkata,Late_1_2d,65.22,72.92,C09840,2024,8,August,Kolkata,1
ORD005789,InHouse,Mumbai,Late_1_2d,58.66,44.37,C16002,2024,8,August,Mumbai,1
ORD005790,BlueDart,Chennai,OnTime,116.49,19.39,C19898,2024,8,August,Chennai,0
ORD005791,Delhivery,Jaipur,Late_1_2d,78.54,76.71,C17903,2024,8,August,Jaipur,1
ORD005792,Delhivery,Hyderabad,OnTime,115.96,30.17,C12224,2024,8,August,Hyderabad,0
ORD005793,InHouse,Mumbai,OnTime,55.03,12.9,C11569,2024,8,August,Mumbai,0
ORD005795,Ekart,Lucknow,OnTime,85.43,15.12,C00257,2024,8,August,Lucknow,0
ORD005796,Delhivery,Ahmedabad,OnTime,95.37,18.91,C14564,2024,8,August,Ahmedabad,0
ORD005797,InHouse,Delhi,OnTime,55.99,10.15,C19852,2024,8,August,Delhi,0
ORD005798,Delhivery,Bangalore,Late_1_2d,68.47,36.62,C20398,2024,8,August,Bangalore,1
ORD005799,Ekart,Kolkata,Late_3_5d,118.01,106.27,C10089,2024,8,August,Kolkata,1
ORD005800,Delhivery,Mumbai,OnTime,134.83,71.6,C08492,2024,8,August,Mumbai,0
ORD005801,Ekart,Lucknow,InTransit,77.57,,C11228,2024,8,August,Lucknow,0
ORD005802,InHouse,Delhi,OnTime,83.66,11.32,C04278,2024,8,August,Delhi,0
ORD005803,Delhivery,Kolkata,OnTime,107.66,37.41,C20328,2024,8,August,Kolkata,0
ORD005804,Delhivery,Kolkata,OnTime,94.73,29.97,C00309,2024,8,August,Kolkata,0
ORD005805,InHouse,Hyderabad,OnTime,80.55,24.45,C06094,2024,8,August,Hyderabad,0
ORD005807,BlueDart,Lucknow,OnTime,144.06,15.5,C06138,2024,8,August,Lucknow,0
ORD005808,Delhivery,Bangalore,OnTime,64.65,27.17,C05171,2024,8,August,Bangalore,0
ORD005809,Delhivery,Ahmedabad,OnTime,112.87,26.99,C18828,2024,8,August,Ahmedabad,0
ORD005810,Delhivery,Delhi,OnTime,102.27,30.84,C14329,2024,8,August,Delhi,0
ORD005811,BlueDart,Chennai,OnTime,135.81,22.81,C15386,2024,8,August,Chennai,0
ORD005812,Delhivery,Bangalore,OnTime,91.14,21.88,C05356,2024,8,August,Bangalore,0
ORD005813,Ekart,Kolkata,Late_3_5d,95.65,106.88,C21118,2024,8,August,Kolkata,1
ORD005814,InHouse,Mumbai,OnTime,66.37,21.84,C00410,2024,8,August,Mumbai,0
ORD005815,BlueDart,Bangalore,OnTime,106.84,29.12,C13521,2024,8,August,Bangalore,0
ORD005816,BlueDart,Kolkata,OnTime,98.78,33.88,C23891,2024,8,August,Kolkata,0
ORD005817,InHouse,Bangalore,OnTime,68.87,8.49,C24022,2024,8,August,Bangalore,0
ORD005818,Delhivery,Chennai,OnTime,49.12,27.67,C09508,2024,8,August,Chennai,0
ORD005819,Delhivery,Mumbai,OnTime,72.71,23.18,C01169,2024,8,August,Mumbai,0
ORD005821,BlueDart,Mumbai,OnTime,150.17,12.0,C06205,2024,8,August,Mumbai,0
ORD005822,InHouse,Hyderabad,OnTime,48.01,14.85,C02015,2024,8,August,Hyderabad,0
ORD005823,InHouse,Bangalore,InTransit,57.18,,C00865,2024,8,August,Bangalore,0
ORD005824,Ekart,Mumbai,OnTime,83.93,27.03,C04811,2024,8,August,Mumbai,0
ORD005825,Ekart,Kolkata,OnTime,85.68,39.2,C16540,2024,8,August,Kolkata,0
ORD005826,InHouse,Hyderabad,OnTime,35.45,25.91,C05497,2024,8,August,Hyderabad,0
ORD005827,Delhivery,Hyderabad,OnTime,128.58,39.16,C14664,2024,8,August,Hyderabad,0
ORD005828,BlueDart,Hyderabad,OnTime,100.0,18.11,C17869,2024,8,August,Hyderabad,0
ORD005829,InHouse,Bangalore,OnTime,59.43,40.56,C06308,2024,8,August,Bangalore,0
ORD005830,Delhivery,Chennai,OnTime,120.04,22.02,C08086,2024,8,August,Chennai,0
ORD005831,BlueDart,Ahmedabad,InTransit,91.08,,C09343,2024,8,August,Ahmedabad,0
ORD005832,BlueDart,Delhi,OnTime,53.55,12.99,C04121,2024,8,August,Delhi,0
ORD005833,BlueDart,Delhi,OnTime,48.2,25.32,C07389,2024,8,August,Delhi,0
ORD005834,Delhivery,Ahmedabad,Late_1_2d,94.64,57.23,C17070,2024,8,August,Ahmedabad,1
ORD005836,Delhivery,Chennai,Late_1_2d,102.87,33.08,C18985,2024,8,August,Chennai,1
ORD005837,Delhivery,Ahmedabad,OnTime,73.36,28.44,C07516,2024,8,August,Ahmedabad,0
ORD005838,Ekart,Lucknow,OnTime,94.53,15.66,C09869,2024,8,August,Lucknow,0
ORD005839,Ekart,Pune,OnTime,85.75,18.03,C05413,2024,8,August,Pune,0
ORD005840,Ekart,Delhi,OnTime,73.56,22.26,C23810,2024,8,August,Delhi,0
ORD005841,BlueDart,Bangalore,OnTime,51.17,28.11,C16366,2024,8,August,Bangalore,0
ORD005842,Delhivery,Delhi,OnTime,129.94,21.87,C23776,2024,8,August,Delhi,0
ORD005843,Delhivery,Lucknow,Late_1_2d,102.31,103.3,C06316,2024,8,August,Lucknow,1
ORD005844,BlueDart,Delhi,Late_1_2d,162.04,34.92,C01337,2024,8,August,Delhi,1
ORD005846,Ekart,Delhi,OnTime,118.48,18.61,C04220,2024,8,August,Delhi,0
ORD005847,BlueDart,Hyderabad,OnTime,105.4,22.31,C18666,2024,8,August,Hyderabad,0
ORD005848,BlueDart,Delhi,OnTime,137.7,28.87,C10757,2024,8,August,Delhi,0
ORD005849,InHouse,Bangalore,OnTime,35.97,12.48,C13906,2024,8,August,Bangalore,0
ORD005850,Ekart,Pune,OnTime,92.6,13.86,C13298,2024,8,August,Pune,0
ORD005851,Ekart,Hyderabad,OnTime,67.88,30.86,C12163,2024,8,August,Hyderabad,0
ORD005852,Ekart,Hyderabad,OnTime,90.0,32.3,C10641,2024,8,August,Hyderabad,0
ORD005853,Delhivery,Pune,OnTime,110.28,17.86,C03380,2024,8,August,Pune,0
ORD005854,Ekart,Chennai,OnTime,82.55,30.49,C10853,2024,8,August,Chennai,0
ORD005855,Delhivery,Delhi,OnTime,53.23,18.57,C00777,2024,8,August,Delhi,0
ORD005856,Ekart,Ahmedabad,OnTime,106.5,22.79,C04657,2024,8,August,Ahmedabad,0
ORD005857,InHouse,Hyderabad,OnTime,88.94,17.94,C01144,2024,8,August,Hyderabad,0
ORD005858,InHouse,Mumbai,OnTime,52.73,56.89,C12289,2024,8,August,Mumbai,0
ORD005859,Delhivery,Delhi,OnTime,78.97,28.76,C09509,2024,8,August,Delhi,0
ORD005860,InHouse,Bangalore,OnTime,83.14,31.93,C17477,2024,8,August,Bangalore,0
ORD005861,InHouse,Bangalore,OnTime,61.98,11.66,C05299,2024,8,August,Bangalore,0
ORD005862,Delhivery,Kolkata,OnTime,88.68,29.93,C13420,2024,8,August,Kolkata,0
ORD005863,Ekart,Pune,OnTime,112.05,19.9,C00799,2024,8,August,Pune,0
ORD005864,Delhivery,Kolkata,OnTime,123.21,28.24,C02378,2024,8,August,Kolkata,0
ORD005865,Delhivery,Lucknow,Late_1_2d,91.21,95.88,C05988,2024,8,August,Lucknow,1
ORD005867,Ekart,Kolkata,OnTime,82.78,83.46,C22964,2024,8,August,Kolkata,0
ORD005868,BlueDart,Bangalore,OnTime,62.07,25.32,C18695,2024,8,August,Bangalore,0
ORD005870,BlueDart,Mumbai,InTransit,120.35,,C18863,2024,8,August,Mumbai,0
ORD005871,Delhivery,Delhi,OnTime,87.17,24.29,C10602,2024,8,August,Delhi,0
ORD005872,BlueDart,Pune,OnTime,103.86,24.68,C01935,2024,8,August,Pune,0
ORD005874,Delhivery,Chennai,OnTime,81.9,35.09,C12762,2024,8,August,Chennai,0
ORD005876,BlueDart,Bangalore,OnTime,138.54,13.13,C21430,2024,8,August,Bangalore,0
ORD005877,Delhivery,Bangalore,OnTime,44.87,27.36,C04706,2024,8,August,Bangalore,0
ORD005878,Delhivery,Kolkata,OnTime,119.81,19.82,C03619,2024,8,August,Kolkata,0
ORD005879,InHouse,Hyderabad,OnTime,84.1,20.75,C12822,2024,8,August,Hyderabad,0
ORD005880,BlueDart,Delhi,OnTime,99.69,25.9,C18211,2024,8,August,Delhi,0
ORD005881,Delhivery,Mumbai,Late_1_2d,88.81,33.38,C02797,2024,8,August,Mumbai,1
ORD005882,InHouse,Bangalore,OnTime,47.44,14.62,C23512,2024,8,August,Bangalore,0
ORD005883,Delhivery,Kolkata,Late_1_2d,137.83,47.68,C05154,2024,8,August,Kolkata,1
ORD005884,Ekart,Pune,OnTime,108.01,25.34,C07486,2024,8,August,Pune,0
ORD005885,Delhivery,Mumbai,OnTime,86.05,28.79,C10800,2024,8,August,Mumbai,0
ORD005886,Delhivery,Mumbai,OnTime,101.11,71.47,C13009,2024,8,August,Mumbai,0
ORD005887,InHouse,Bangalore,OnTime,51.44,16.45,C17792,2024,8,August,Bangalore,0
ORD005888,BlueDart,Chennai,OnTime,100.16,34.7,C14313,2024,8,August,Chennai,0
ORD005889,Ekart,Ahmedabad,OnTime,83.7,15.1,C15648,2024,8,August,Ahmedabad,0
ORD005890,InHouse,Mumbai,OnTime,78.78,20.71,C18252,2024,8,August,Mumbai,0
ORD005891,InHouse,Mumbai,InTransit,66.7,,C13854,2024,8,August,Mumbai,0
ORD005892,Delhivery,Pune,OnTime,128.77,28.65,C03868,2024,8,August,Pune,0
ORD005893,Delhivery,Delhi,OnTime,70.32,13.54,C02666,2024,8,August,Delhi,0
ORD005896,Ekart,Mumbai,Late_1_2d,118.02,63.04,C12896,2024,8,August,Mumbai,1
ORD005897,InHouse,Bangalore,OnTime,41.63,7.44,C04299,2024,8,August,Bangalore,0
ORD005898,Ekart,Kolkata,Late_1_2d,101.77,78.34,C00036,2024,8,August,Kolkata,1
ORD005899,Delhivery,Pune,OnTime,42.65,28.47,C10815,2024,8,August,Pune,0
ORD005900,InHouse,Mumbai,OnTime,59.41,7.3,C21618,2024,8,August,Mumbai,0
ORD005901,Delhivery,Hyderabad,OnTime,81.45,28.09,C08498,2024,8,August,Hyderabad,0
ORD005902,BlueDart,Chennai,Late_1_2d,82.72,55.33,C08259,2024,8,August,Chennai,1
ORD005903,InHouse,Delhi,OnTime,23.68,15.94,C13936,2024,8,August,Delhi,0
ORD005904,BlueDart,Jaipur,OnTime,91.0,19.94,C11254,2024,8,August,Jaipur,0
ORD005905,Delhivery,Mumbai,Lost,66.63,,C00935,2024,8,August,Mumbai,1
ORD005906,Delhivery,Pune,OnTime,89.41,30.34,C11891,2024,8,August,Pune,0
ORD005907,BlueDart,Bangalore,Late_1_2d,98.87,38.67,C20315,2024,8,August,Bangalore,1
ORD005909,InHouse,Bangalore,OnTime,24.19,12.9,C08699,2024,8,August,Bangalore,0
ORD005910,BlueDart,Ahmedabad,OnTime,73.39,24.85,C03667,2024,8,August,Ahmedabad,0
ORD005911,Delhivery,Kolkata,Late_1_2d,102.05,52.39,C17770,2024,8,August,Kolkata,1
ORD005912,Delhivery,Hyderabad,OnTime,89.27,31.39,C05501,2024,8,August,Hyderabad,0
ORD005913,Ekart,Hyderabad,OnTime,102.43,12.59,C06274,2024,8,August,Hyderabad,0
ORD005914,BlueDart,Kolkata,OnTime,108.51,29.04,C22475,2024,8,August,Kolkata,0
ORD005915,InHouse,Hyderabad,Late_1_2d,70.44,52.27,C06409,2024,8,August,Hyderabad,1
ORD005916,InHouse,Bangalore,OnTime,52.85,9.58,C23182,2024,8,August,Bangalore,0
ORD005917,BlueDart,Kolkata,OnTime,115.19,12.67,C22831,2024,8,August,Kolkata,0
ORD005918,Delhivery,Chennai,OnTime,88.17,31.44,C24740,2024,8,August,Chennai,0
ORD005919,Delhivery,Mumbai,OnTime,98.78,19.62,C21419,2024,8,August,Mumbai,0
ORD005920,Delhivery,Delhi,OnTime,67.18,13.64,C02824,2024,8,August,Delhi,0
ORD005921,Ekart,Pune,Late_1_2d,84.37,63.76,C16794,2024,8,August,Pune,1
ORD005922,Delhivery,Mumbai,OnTime,82.43,17.63,C02356,2024,8,August,Mumbai,0
ORD005923,BlueDart,Kolkata,OnTime,115.91,46.99,C15148,2024,8,August,Kolkata,0
ORD005925,Delhivery,Kolkata,Late_1_2d,102.37,78.01,C00390,2024,8,August,Kolkata,1
ORD005926,Ekart,Chennai,OnTime,91.12,26.44,C06633,2024,8,August,Chennai,0
ORD005927,BlueDart,Hyderabad,OnTime,123.03,29.82,C03661,2024,8,August,Hyderabad,0
ORD005928,Delhivery,Ahmedabad,OnTime,82.94,26.85,C11215,2024,8,August,Ahmedabad,0
ORD005929,InHouse,Delhi,OnTime,89.85,10.54,C22616,2024,8,August,Delhi,0
ORD005930,InHouse,Hyderabad,OnTime,64.29,19.45,C10201,2024,8,August,Hyderabad,0
ORD005931,Delhivery,Kolkata,OnTime,134.06,20.01,C11231,2024,8,August,Kolkata,0
ORD005932,BlueDart,Hyderabad,InTransit,92.39,,C08717,2024,8,August,Hyderabad,0
ORD005933,InHouse,Bangalore,OnTime,77.18,20.93,C05299,2024,8,August,Bangalore,0
ORD005934,Delhivery,Bangalore,Late_1_2d,86.93,44.31,C22552,2024,8,August,Bangalore,1
ORD005935,BlueDart,Chandigarh,Late_1_2d,60.74,41.27,C24040,2024,8,August,Chandigarh,1
ORD005936,InHouse,Delhi,OnTime,62.25,30.26,C09873,2024,8,August,Delhi,0
ORD005937,BlueDart,Mumbai,OnTime,122.28,29.8,C20815,2024,8,August,Mumbai,0
ORD005939,InHouse,Delhi,InTransit,86.34,,C03334,2024,8,August,Delhi,0
ORD005940,Delhivery,Mumbai,InTransit,67.66,,C08856,2024,8,August,Mumbai,0
ORD005941,Ekart,Kochi,OnTime,84.32,20.62,C11708,2024,8,August,Kochi,0
ORD005942,BlueDart,Delhi,OnTime,83.49,34.04,C21908,2024,8,August,Delhi,0
ORD005943,Ekart,Mumbai,OnTime,67.41,27.44,C06954,2024,8,August,Mumbai,0
ORD005944,Ekart,Chennai,OnTime,96.43,29.39,C21204,2024,8,August,Chennai,0
ORD005945,Delhivery,Pune,OnTime,105.96,35.34,C04968,2024,8,August,Pune,0
ORD005946,BlueDart,Chennai,OnTime,139.75,23.61,C06860,2024,8,August,Chennai,0
ORD005947,Delhivery,Chennai,OnTime,75.98,28.56,C22532,2024,8,August,Chennai,0
ORD005949,Delhivery,Chandigarh,Late_1_2d,82.03,83.57,C16336,2024,8,August,Chandigarh,1
ORD005950,Ekart,Mumbai,OnTime,83.09,28.57,C06754,2024,8,August,Mumbai,0
ORD005951,BlueDart,Chennai,OnTime,63.61,20.05,C23318,2024,8,August,Chennai,0
ORD005952,Ekart,Chennai,OnTime,50.07,51.83,C01644,2024,8,August,Chennai,0
ORD005953,InHouse,Delhi,Late_1_2d,85.04,40.38,C06937,2024,8,August,Delhi,1
ORD005954,Delhivery,Delhi,OnTime,90.14,15.76,C18006,2024,8,August,Delhi,0
ORD005955,Ekart,Delhi,OnTime,136.19,22.42,C04576,2024,8,August,Delhi,0
ORD005956,Delhivery,Chennai,OnTime,98.23,28.45,C08740,2024,8,August,Chennai,0
ORD005957,InHouse,Delhi,OnTime,51.75,23.45,C18522,2024,8,August,Delhi,0
ORD005958,Ekart,Chandigarh,OnTime,109.19,25.93,C10223,2024,8,August,Chandigarh,0
ORD005959,BlueDart,Delhi,InTransit,151.14,,C21364,2024,8,August,Delhi,0
ORD005960,InHouse,Mumbai,OnTime,34.47,24.43,C14398,2024,8,August,Mumbai,0
ORD005961,Delhivery,Delhi,InTransit,88.78,,C24279,2024,8,August,Delhi,0
ORD005962,BlueDart,Kochi,OnTime,128.19,25.09,C16084,2024,8,August,Kochi,0
ORD005963,Delhivery,Mumbai,Late_1_2d,88.42,37.04,C17871,2024,8,August,Mumbai,1
