shipment_id,order_id,carrier,shipped_at,delivered_at,ship_from_city,ship_to_city,shipping_cost,delivery_status
SH005723,ORD006268,InHouse,2024-08-04 10:29:44,2024-08-04 19:25:40,Delhi,Hyderabad,73.08,OnTime
SH005724,ORD006269,Ekart,2024-08-04 12:29:00,2024-08-07 00:37:48,Hyderabad,Mumbai,90.93,Late_1_2d
SH005725,ORD006270,Ekart,2024-08-04 16:09:51,2024-08-06 11:22:20,Delhi,Delhi,32.48,OnTime
SH005726,ORD006271,Delhivery,2024-08-04 13:43:49,2024-08-05 08:53:32,Mumbai,Hyderabad,71.22,OnTime
SH005727,ORD006272,Delhivery,2024-08-04 05:27:22,2024-08-05 10:07:23,Pune,Hyderabad,70.81,OnTime
SH005728,ORD006273,InHouse,2024-08-04 11:59:26,2024-08-04 21:58:02,Hyderabad,Mumbai,60.19,OnTime
SH005729,ORD006274,InHouse,2024-08-04 11:13:40,2024-08-06 21:09:13,Bangalore,Delhi,56.88,OnTime
SH005730,ORD006275,Delhivery,2024-08-04 08:33:43,2024-08-06 07:47:38,Kochi,Hyderabad,79.13,Late_1_2d
SH005731,ORD006276,Delhivery,2024-08-04 06:32:49,2024-08-08 18:25:18,Mumbai,Jaipur,98.55,Late_1_2d
SH005732,ORD006277,InHouse,2024-08-04 05:24:54,2024-08-06 21:56:21,Kolkata,Bangalore,65.75,OnTime
SH005733,ORD006278,Delhivery,2024-08-04 14:16:32,2024-08-08 13:06:41,Bangalore,Jaipur,116.41,Late_3_5d
SH005734,ORD006279,Delhivery,2024-08-04 07:04:21,2024-08-05 05:21:55,Kochi,Chennai,103.25,OnTime
SH005735,ORD006281,Ekart,2024-08-04 12:38:35,2024-08-06 11:39:59,Delhi,Jaipur,100.79,Late_1_2d
SH005736,ORD006282,Ekart,2024-08-04 10:50:03,2024-08-06 01:56:25,Bangalore,Lucknow,102.79,OnTime
SH005737,ORD006283,BlueDart,2024-08-04 08:11:27,2024-08-06 05:59:42,Kolkata,Lucknow,68.63,Late_1_2d
SH005738,ORD006284,Delhivery,2024-08-04 09:06:57,2024-08-06 05:15:22,Jaipur,Delhi,71.45,Late_1_2d
SH005739,ORD006285,InHouse,2024-08-04 10:07:37,2024-08-04 21:19:21,Mumbai,Delhi,67.21,OnTime
SH005740,ORD006286,Delhivery,2024-08-04 07:07:29,2024-08-05 12:05:17,Bangalore,Hyderabad,97.79,OnTime
SH005741,ORD006287,Delhivery,2024-08-04 08:06:57,2024-08-04 22:35:44,Delhi,Pune,120.71,OnTime
SH005742,ORD006288,Delhivery,2024-08-04 06:04:55,2024-08-05 18:59:38,Delhi,Jaipur,89.55,OnTime
SH005743,ORD006289,Delhivery,2024-08-04 05:20:44,2024-08-05 11:42:56,Pune,Delhi,77.55,OnTime
SH005744,ORD006290,Delhivery,2024-08-04 12:46:40,2024-08-05 07:10:24,Mumbai,Hyderabad,106.53,OnTime
SH005745,ORD006291,InHouse,2024-08-04 16:43:49,2024-08-05 23:25:45,Bangalore,Hyderabad,91.51,OnTime
SH005746,ORD006292,Delhivery,2024-08-04 16:17:38,2024-08-06 02:57:27,Hyderabad,Mumbai,95.62,Late_1_2d
SH005747,ORD006293,Ekart,2024-08-04 11:53:15,2024-08-06 23:32:28,Pune,Mumbai,103.3,Late_1_2d
SH005748,ORD006294,BlueDart,2024-08-04 08:57:22,2024-08-07 07:58:50,Kolkata,Ahmedabad,156.83,Late_1_2d
SH005749,ORD006295,InHouse,2024-08-04 15:44:23,2024-08-06 06:17:22,Chennai,Delhi,80.92,Late_1_2d
SH005750,ORD006296,Ekart,2024-08-04 12:29:07,2024-08-05 06:47:50,Ahmedabad,Delhi,108.2,OnTime
SH005751,ORD006299,BlueDart,2024-08-04 09:27:40,2024-08-05 16:32:23,Mumbai,Mumbai,74.06,OnTime
SH005752,ORD006300,InHouse,2024-08-04 05:39:53,2024-08-04 16:07:25,Delhi,Delhi,28.05,OnTime
SH005753,ORD006301,InHouse,2024-08-04 16:17:48,2024-08-05 14:33:31,Delhi,Bangalore,80.63,OnTime
SH005754,ORD006302,Ekart,2024-08-04 08:16:14,2024-08-05 08:15:05,Kolkata,Kochi,110.77,OnTime
SH005755,ORD006303,Ekart,2024-08-04 04:58:26,2024-08-05 16:02:27,Mumbai,Chennai,108.52,OnTime
SH005756,ORD006304,Ekart,2024-08-04 11:46:52,2024-08-05 03:28:20,Kolkata,Pune,77.9,OnTime
SH005757,ORD006305,Ekart,2024-08-04 09:33:17,2024-08-05 19:40:06,Kolkata,Bangalore,107.61,OnTime
SH005758,ORD006306,Delhivery,2024-08-04 11:01:10,2024-08-06 14:39:28,Pune,Mumbai,106.01,Late_1_2d
SH005759,ORD006307,BlueDart,2024-08-04 11:13:12,2024-08-06 07:46:29,Chennai,Chennai,88.02,Late_1_2d
SH005760,ORD006308,Delhivery,2024-08-04 06:48:42,2024-08-07 15:48:40,Pune,Lucknow,104.32,Late_1_2d
SH005761,ORD006309,Ekart,2024-08-04 05:15:22,2024-08-05 13:16:42,Mumbai,Chennai,77.77,OnTime
SH005762,ORD006310,Delhivery,2024-08-04 15:15:02,2024-08-05 14:31:36,Jaipur,Bangalore,99.29,OnTime
SH005763,ORD006313,InHouse,2024-08-04 11:11:57,2024-08-04 19:12:35,Hyderabad,Mumbai,62.81,OnTime
SH005764,ORD006314,Delhivery,2024-08-04 14:32:38,2024-08-06 02:07:14,Mumbai,Hyderabad,103.41,Late_1_2d
SH005765,ORD006315,InHouse,2024-08-04 06:41:08,2024-08-05 00:44:43,Kochi,Mumbai,91.01,OnTime
SH005766,ORD006316,Ekart,2024-08-04 16:12:09,2024-08-05 11:05:34,Bangalore,Chennai,107.68,OnTime
SH005767,ORD006317,BlueDart,2024-08-04 15:04:24,2024-08-05 18:13:57,Hyderabad,Pune,119.44,OnTime
SH005768,ORD006318,Delhivery,2024-08-04 15:07:36,2024-08-06 22:13:29,Ahmedabad,Hyderabad,86.97,OnTime
SH005769,ORD006319,BlueDart,2024-08-04 05:10:12,2024-08-05 11:44:24,Jaipur,Delhi,105.33,OnTime
SH005770,ORD006320,Delhivery,2024-08-04 08:46:09,2024-08-05 19:47:15,Chandigarh,Chandigarh,70.09,OnTime
SH005771,ORD006321,Delhivery,2024-08-04 12:22:08,2024-08-05 17:50:48,Mumbai,Bangalore,131.17,OnTime
SH005772,ORD006322,InHouse,2024-08-04 13:10:58,2024-08-05 05:17:19,Bangalore,Delhi,50.96,OnTime
SH005773,ORD006323,Delhivery,2024-08-04 12:32:28,2024-08-05 15:33:58,Delhi,Chennai,136.8,OnTime
SH005774,ORD006324,Delhivery,2024-08-04 13:25:03,2024-08-05 08:36:13,Bangalore,Delhi,66.4,OnTime
SH005775,ORD006325,InHouse,2024-08-04 13:00:09,2024-08-05 17:41:56,Mumbai,Bangalore,56.68,OnTime
SH005776,ORD006326,Ekart,2024-08-04 09:02:37,2024-08-06 16:41:58,Bangalore,Kolkata,129.59,OnTime
SH005777,ORD006327,BlueDart,2024-08-04 07:41:46,2024-08-05 13:01:44,Mumbai,Kolkata,131.76,OnTime
SH005778,ORD006328,Delhivery,2024-08-04 10:49:56,2024-08-05 22:37:56,Pune,Ahmedabad,127.76,OnTime
SH005779,ORD006329,Ekart,2024-08-04 10:50:06,2024-08-05 16:45:07,Mumbai,Delhi,79.02,OnTime
SH005780,ORD006330,Ekart,2024-08-04 12:57:10,2024-08-05 04:20:15,Kolkata,Hyderabad,108.73,OnTime
SH005781,ORD006331,Ekart,2024-08-04 06:05:50,2024-08-05 05:41:40,Delhi,Hyderabad,115.85,OnTime
SH005782,ORD006333,Ekart,2024-08-04 06:48:02,2024-08-05 10:32:08,Kolkata,Pune,123.6,OnTime
SH005783,ORD006334,Delhivery,2024-08-04 07:51:09,2024-08-05 17:10:43,Mumbai,Pune,59.34,OnTime
SH005784,ORD006335,Ekart,2024-08-04 11:59:05,2024-08-05 18:53:43,Mumbai,Kochi,113.17,OnTime
SH005785,ORD006336,Ekart,2024-08-04 08:47:40,2024-08-05 00:53:01,Mumbai,Ahmedabad,56.78,OnTime
SH005786,ORD006337,Delhivery,2024-08-04 07:41:47,2024-08-05 15:43:26,Delhi,Ahmedabad,94.17,OnTime
SH005787,ORD006338,Delhivery,2024-08-04 12:03:53,,Kochi,Hyderabad,87.79,InTransit
SH005788,ORD006339,Ekart,2024-08-04 14:34:16,2024-08-05 22:58:44,Jaipur,Hyderabad,109.56,OnTime
SH005789,ORD006340,Delhivery,2024-08-04 05:49:26,2024-08-08 07:38:38,Kolkata,Lucknow,73.68,Late_3_5d
SH005790,ORD006341,Delhivery,2024-08-04 15:10:22,,Kolkata,Chennai,130.05,InTransit
SH005791,ORD006342,Delhivery,2024-08-04 11:22:16,2024-08-05 00:51:36,Delhi,Mumbai,125.24,OnTime
SH005792,ORD006343,Delhivery,2024-08-04 06:45:57,2024-08-05 15:46:48,Jaipur,Mumbai,65.21,OnTime
SH005793,ORD006344,Delhivery,2024-08-04 05:16:17,2024-08-05 12:56:04,Bangalore,Kolkata,89.4,OnTime
SH005794,ORD006345,Delhivery,2024-08-04 10:54:45,2024-08-05 00:41:46,Mumbai,Hyderabad,117.41,OnTime
SH005795,ORD006346,BlueDart,2024-08-04 08:04:35,2024-08-05 19:44:14,Kolkata,Mumbai,73.6,OnTime
SH005796,ORD006347,Ekart,2024-08-04 05:03:55,2024-08-05 09:30:43,Delhi,Lucknow,98.14,OnTime
SH005797,ORD006348,Ekart,2024-08-05 06:15:01,2024-08-06 03:27:56,Delhi,Mumbai,52.8,OnTime
SH005798,ORD006349,BlueDart,2024-08-05 16:23:31,2024-08-06 10:12:05,Mumbai,Mumbai,72.76,OnTime
SH005799,ORD006350,Ekart,2024-08-05 09:29:26,2024-08-06 17:38:23,Pune,Lucknow,95.58,OnTime
SH005800,ORD006352,InHouse,2024-08-05 13:10:09,2024-08-05 20:40:24,Delhi,Hyderabad,78.82,OnTime
SH005801,ORD006353,InHouse,2024-08-05 16:44:22,2024-08-06 18:18:30,Bangalore,Delhi,71.85,OnTime
SH005802,ORD006354,BlueDart,2024-08-05 11:29:55,2024-08-06 17:35:02,Kolkata,Pune,85.05,OnTime
SH005803,ORD006355,Delhivery,2024-08-05 11:44:41,2024-08-07 03:32:58,Bangalore,Chennai,58.22,OnTime
SH005804,ORD006356,BlueDart,2024-08-05 06:01:49,2024-08-06 11:12:44,Mumbai,Ahmedabad,85.73,OnTime
SH005805,ORD006357,Delhivery,2024-08-05 11:38:03,2024-08-06 08:19:20,Bangalore,Delhi,81.97,OnTime
SH005806,ORD006358,InHouse,2024-08-05 14:50:51,2024-08-06 09:20:00,Chandigarh,Mumbai,52.11,OnTime
SH005807,ORD006359,Delhivery,2024-08-05 15:59:15,2024-08-06 22:41:09,Hyderabad,Ahmedabad,93.08,OnTime
SH005808,ORD006360,Ekart,2024-08-05 06:03:09,2024-08-07 03:02:16,Ahmedabad,Mumbai,97.25,Late_1_2d
SH005809,ORD006361,Delhivery,2024-08-05 14:47:49,2024-08-07 02:39:09,Chennai,Bangalore,82.27,OnTime
SH005810,ORD006362,BlueDart,2024-08-05 12:11:57,2024-08-06 22:20:13,Pune,Bangalore,70.2,OnTime
SH005811,ORD006363,Ekart,2024-08-05 15:04:08,2024-08-07 13:58:22,Delhi,Chennai,94.44,Late_1_2d
SH005812,ORD006364,Ekart,2024-08-05 12:23:48,2024-08-07 11:56:15,Pune,Hyderabad,81.79,OnTime
SH005813,ORD006365,Delhivery,2024-08-05 16:37:16,2024-08-06 20:46:32,Delhi,Hyderabad,114.33,OnTime
SH005814,ORD006366,BlueDart,2024-08-05 08:57:34,2024-08-07 00:34:05,Jaipur,Pune,141.75,Late_1_2d
SH005815,ORD006367,Ekart,2024-08-05 07:36:13,2024-08-07 02:09:18,Hyderabad,Kochi,80.73,Late_1_2d
SH005816,ORD006368,BlueDart,2024-08-05 07:23:07,2024-08-06 06:28:40,Mumbai,Chennai,141.99,OnTime
SH005817,ORD006369,Delhivery,2024-08-05 15:25:41,2024-08-06 23:21:18,Chennai,Chennai,75.2,OnTime
SH005818,ORD006370,BlueDart,2024-08-05 14:09:39,2024-08-06 19:34:32,Bangalore,Ahmedabad,104.03,OnTime
SH005819,ORD006371,Ekart,2024-08-05 09:46:09,2024-08-06 01:57:07,Lucknow,Pune,88.01,OnTime
SH005820,ORD006372,BlueDart,2024-08-05 05:59:57,2024-08-05 21:19:41,Mumbai,Kolkata,130.18,OnTime
SH005821,ORD006373,Delhivery,2024-08-05 07:39:06,2024-08-07 21:51:41,Delhi,Bangalore,103.04,Late_1_2d
SH005822,ORD006374,InHouse,2024-08-05 09:14:44,2024-08-05 20:02:40,Delhi,Bangalore,64.99,OnTime
SH005823,ORD006375,Ekart,2024-08-05 11:26:49,2024-08-06 07:15:46,Mumbai,Hyderabad,107.63,OnTime
SH005824,ORD006376,Delhivery,2024-08-05 07:17:38,2024-08-06 01:57:11,Bangalore,Chennai,120.08,OnTime
SH005825,ORD006377,Delhivery,2024-08-05 05:32:11,2024-08-06 23:06:42,Hyderabad,Ahmedabad,101.45,OnTime
SH005826,ORD006378,Delhivery,2024-08-05 10:28:48,2024-08-07 11:18:27,Mumbai,Pune,101.4,Late_1_2d
SH005827,ORD006379,Ekart,2024-08-05 15:35:04,2024-08-07 09:07:15,Bangalore,Chennai,122.69,Late_1_2d
SH005828,ORD006380,Delhivery,2024-08-05 09:58:23,2024-08-06 18:00:44,Chandigarh,Mumbai,90.68,OnTime
SH005829,ORD006381,Delhivery,2024-08-05 12:34:03,2024-08-07 02:30:03,Delhi,Kolkata,74.67,Late_1_2d
SH005830,ORD006382,Delhivery,2024-08-05 08:17:47,2024-08-06 12:08:56,Hyderabad,Mumbai,96.31,OnTime
SH005831,ORD006383,BlueDart,2024-08-05 14:01:15,2024-08-07 17:10:13,Mumbai,Mumbai,44.04,Late_1_2d
SH005832,ORD006384,BlueDart,2024-08-05 09:07:45,2024-08-06 08:50:22,Ahmedabad,Bangalore,149.42,OnTime
SH005833,ORD006385,InHouse,2024-08-05 09:28:43,2024-08-05 22:59:31,Mumbai,Delhi,74.07,OnTime
SH005834,ORD006386,BlueDart,2024-08-05 13:24:57,2024-08-06 20:48:04,Kolkata,Pune,126.29,OnTime
SH005835,ORD006387,Ekart,2024-08-05 08:22:09,2024-08-06 01:58:56,Jaipur,Ahmedabad,96.21,OnTime
SH005836,ORD006388,Delhivery,2024-08-05 13:18:39,2024-08-06 23:19:47,Delhi,Bangalore,114.69,OnTime
SH005837,ORD006389,Ekart,2024-08-05 06:53:44,2024-08-07 04:31:55,Lucknow,Pune,104.63,OnTime
SH005838,ORD006390,BlueDart,2024-08-05 07:34:15,2024-08-06 07:01:52,Chennai,Delhi,113.62,OnTime
SH005839,ORD006391,Delhivery,2024-08-05 04:58:51,,Kolkata,Jaipur,73.03,InTransit
SH005840,ORD006392,BlueDart,2024-08-05 15:03:27,2024-08-06 16:04:13,Chandigarh,Kolkata,83.48,OnTime
SH005841,ORD006393,Delhivery,2024-08-05 13:20:49,2024-08-07 07:10:50,Kochi,Delhi,116.54,Late_1_2d
SH005842,ORD006395,Delhivery,2024-08-05 08:48:33,2024-08-06 05:29:06,Delhi,Bangalore,136.31,OnTime
SH005843,ORD006396,Delhivery,2024-08-05 15:09:18,2024-08-11 17:22:22,Jaipur,Lucknow,115.68,Late_3_5d
SH005844,ORD006397,Delhivery,2024-08-05 07:39:42,2024-08-06 16:55:42,Bangalore,Mumbai,117.38,OnTime
SH005845,ORD006398,Delhivery,2024-08-05 05:02:51,2024-08-06 08:13:44,Delhi,Pune,67.01,OnTime
SH005846,ORD006399,Ekart,2024-08-05 12:26:58,2024-08-06 06:15:53,Kochi,Bangalore,126.26,OnTime
SH005847,ORD006400,InHouse,2024-08-05 14:50:52,2024-08-06 04:02:41,Pune,Hyderabad,48.52,OnTime
SH005848,ORD006401,Ekart,2024-08-05 06:40:43,2024-08-06 00:03:36,Hyderabad,Bangalore,112.77,OnTime
SH005849,ORD006402,Delhivery,2024-08-05 12:27:44,2024-08-08 16:18:35,Bangalore,Chennai,70.21,Late_1_2d
SH005850,ORD006403,Delhivery,2024-08-05 11:24:13,2024-08-06 14:42:25,Mumbai,Hyderabad,103.91,OnTime
SH005851,ORD006404,InHouse,2024-08-05 15:02:57,2024-08-06 03:26:59,Pune,Delhi,78.82,OnTime
SH005852,ORD006405,BlueDart,2024-08-05 12:29:23,2024-08-07 02:26:14,Kolkata,Jaipur,100.71,Late_1_2d
SH005853,ORD006406,BlueDart,2024-08-05 07:46:29,2024-08-07 22:49:09,Pune,Ahmedabad,99.35,OnTime
SH005854,ORD006407,InHouse,2024-08-05 16:25:03,2024-08-06 01:38:06,Delhi,Bangalore,81.42,OnTime
SH005855,ORD006408,Ekart,2024-08-05 05:20:29,2024-08-06 08:00:45,Bangalore,Bangalore,30.69,OnTime
SH005856,ORD006410,InHouse,2024-08-05 12:32:43,2024-08-06 05:52:04,Bangalore,Mumbai,50.77,OnTime
SH005857,ORD006411,Delhivery,2024-08-05 04:58:15,2024-08-06 19:55:30,Jaipur,Mumbai,55.3,OnTime
SH005858,ORD006412,Delhivery,2024-08-05 13:01:18,2024-08-07 08:03:02,Jaipur,Mumbai,92.26,OnTime
SH005859,ORD006413,InHouse,2024-08-05 14:10:15,2024-08-06 13:39:37,Bangalore,Delhi,73.28,OnTime
SH005860,ORD006414,Ekart,2024-08-05 12:31:46,2024-08-06 18:38:28,Bangalore,Bangalore,46.69,OnTime
SH005861,ORD006415,InHouse,2024-08-05 12:36:19,2024-08-06 07:39:02,Bangalore,Mumbai,62.76,OnTime
SH005862,ORD006416,Delhivery,2024-08-05 09:52:56,2024-08-07 23:16:55,Mumbai,Chennai,57.36,OnTime
SH005863,ORD006417,Delhivery,2024-08-05 13:31:14,2024-08-06 06:41:49,Delhi,Pune,54.69,OnTime
SH005864,ORD006418,Ekart,2024-08-05 15:02:08,2024-08-08 08:31:55,Hyderabad,Kolkata,81.07,OnTime
SH005865,ORD006419,BlueDart,2024-08-05 11:13:13,2024-08-06 19:25:02,Mumbai,Mumbai,55.66,OnTime
SH005866,ORD006420,Ekart,2024-08-05 07:53:45,2024-08-07 10:00:25,Bangalore,Lucknow,89.44,OnTime
SH005867,ORD006421,Delhivery,2024-08-05 11:32:31,2024-08-05 23:53:21,Lucknow,Chennai,103.93,OnTime
SH005868,ORD006422,Delhivery,2024-08-05 08:27:38,2024-08-06 19:16:15,Delhi,Delhi,49.46,OnTime
SH005869,ORD006423,Ekart,2024-08-05 07:57:16,2024-08-06 02:15:58,Hyderabad,Delhi,114.37,OnTime
SH005870,ORD006424,Delhivery,2024-08-05 06:32:29,2024-08-08 13:55:11,Bangalore,Lucknow,111.39,Late_1_2d
SH005871,ORD006425,BlueDart,2024-08-05 06:35:58,,Pune,Delhi,129.79,InTransit
SH005872,ORD006426,BlueDart,2024-08-05 06:59:52,2024-08-06 16:53:45,Bangalore,Bangalore,95.81,OnTime
SH005873,ORD006427,Ekart,2024-08-05 08:57:43,2024-08-07 10:45:57,Hyderabad,Delhi,64.33,Late_1_2d
SH005874,ORD006428,InHouse,2024-08-05 06:47:04,2024-08-06 09:05:31,Kolkata,Bangalore,71.29,OnTime
SH005875,ORD006429,Delhivery,2024-08-05 15:54:26,2024-08-06 23:51:58,Mumbai,Mumbai,78.78,OnTime
SH005876,ORD006430,InHouse,2024-08-05 11:00:10,2024-08-06 05:58:32,Hyderabad,Hyderabad,28.42,OnTime
SH005877,ORD006431,InHouse,2024-08-05 16:31:20,2024-08-06 19:19:48,Hyderabad,Bangalore,73.53,OnTime
SH005878,ORD006432,BlueDart,2024-08-05 14:36:08,2024-08-06 12:27:48,Bangalore,Chennai,87.2,OnTime
SH005879,ORD006433,Delhivery,2024-08-05 14:05:59,2024-08-07 08:43:20,Mumbai,Bangalore,90.74,Late_1_2d
SH005880,ORD006434,InHouse,2024-08-05 05:56:26,2024-08-06 00:14:46,Bangalore,Mumbai,68.71,OnTime
SH005881,ORD006436,Delhivery,2024-08-05 16:21:15,2024-08-06 20:02:56,Delhi,Bangalore,111.11,OnTime
SH005882,ORD006437,Delhivery,2024-08-05 15:08:04,,Bangalore,Chennai,99.1,InTransit
SH005883,ORD006438,Ekart,2024-08-05 05:08:15,,Ahmedabad,Chennai,124.11,InTransit
SH005884,ORD006439,Ekart,2024-08-05 14:24:05,2024-08-07 01:10:33,Bangalore,Jaipur,67.25,Late_1_2d
SH005885,ORD006440,BlueDart,2024-08-05 11:35:05,2024-08-06 21:48:23,Kochi,Pune,98.28,OnTime
SH005886,ORD006441,BlueDart,2024-08-05 08:54:24,2024-08-06 20:16:49,Delhi,Pune,93.81,OnTime
SH005887,ORD006442,BlueDart,2024-08-05 12:39:06,2024-08-07 07:32:36,Bangalore,Bangalore,63.97,OnTime
SH005888,ORD006443,Ekart,2024-08-05 06:25:41,2024-08-06 10:52:23,Bangalore,Hyderabad,72.05,OnTime
SH005889,ORD006444,Ekart,2024-08-05 12:52:26,2024-08-07 19:56:43,Bangalore,Kolkata,100.88,OnTime
SH005890,ORD006445,Ekart,2024-08-05 11:59:14,2024-08-06 23:18:21,Delhi,Pune,77.25,OnTime
SH005891,ORD006446,BlueDart,2024-08-05 08:53:18,2024-08-06 13:19:11,Mumbai,Chennai,105.78,OnTime
SH005892,ORD006447,InHouse,2024-08-05 07:33:25,2024-08-06 05:27:18,Mumbai,Bangalore,72.84,OnTime
SH005893,ORD006448,BlueDart,2024-08-05 06:15:15,2024-08-06 11:52:33,Chandigarh,Chennai,107.03,OnTime
SH005894,ORD006449,Ekart,2024-08-05 09:55:14,2024-08-08 05:07:28,Ahmedabad,Delhi,116.97,Late_1_2d
SH005895,ORD006450,Ekart,2024-08-05 10:39:01,2024-08-06 06:15:47,Hyderabad,Mumbai,102.67,OnTime
SH005896,ORD006451,InHouse,2024-08-05 16:30:53,2024-08-06 07:18:34,Hyderabad,Bangalore,64.49,OnTime
SH005897,ORD006452,InHouse,2024-08-05 09:41:00,2024-08-06 01:22:34,Mumbai,Mumbai,53.48,OnTime
SH005898,ORD006453,BlueDart,2024-08-05 14:23:44,,Hyderabad,Chennai,124.08,InTransit
SH005899,ORD006454,Ekart,2024-08-05 08:30:09,2024-08-06 18:35:08,Chandigarh,Mumbai,108.2,OnTime
SH005900,ORD006455,Ekart,2024-08-05 10:02:48,2024-08-07 17:18:25,Kochi,Chennai,116.67,Late_1_2d
SH005901,ORD006457,Delhivery,2024-08-05 06:42:56,2024-08-06 08:17:55,Bangalore,Bangalore,72.78,OnTime
SH005902,ORD006458,Ekart,2024-08-05 08:07:41,2024-08-07 06:14:27,Lucknow,Delhi,101.5,Late_1_2d
SH005903,ORD006460,Ekart,2024-08-05 09:16:57,2024-08-07 06:22:00,Delhi,Kochi,89.29,Late_1_2d
SH005904,ORD006461,Ekart,2024-08-05 08:10:19,2024-08-09 07:06:56,Delhi,Kolkata,105.01,Late_3_5d
SH005905,ORD006462,Delhivery,2024-08-05 15:20:51,2024-08-07 01:34:21,Bangalore,Kolkata,121.9,Late_1_2d
SH005906,ORD006463,Ekart,2024-08-05 06:33:47,2024-08-06 13:01:45,Pune,Mumbai,98.55,OnTime
SH005907,ORD006465,Delhivery,2024-08-05 14:01:21,2024-08-06 03:28:19,Mumbai,Chennai,79.71,OnTime
SH005908,ORD006466,InHouse,2024-08-05 12:04:22,,Chennai,Mumbai,64.79,InTransit
SH005909,ORD006467,Delhivery,2024-08-05 16:47:46,,Pune,Chennai,58.16,InTransit
SH005910,ORD006468,BlueDart,2024-08-05 12:03:45,2024-08-06 23:07:53,Kochi,Lucknow,111.57,OnTime
SH005911,ORD006469,Ekart,2024-08-05 14:18:22,2024-08-06 20:50:36,Pune,Mumbai,127.49,OnTime
SH005912,ORD006470,Ekart,2024-08-05 13:06:31,2024-08-08 12:49:03,Bangalore,Kolkata,81.78,Late_1_2d
SH005913,ORD006471,Delhivery,2024-08-05 11:17:10,2024-08-06 23:13:57,Mumbai,Chennai,113.82,OnTime
SH005914,ORD006472,Delhivery,2024-08-05 11:32:51,2024-08-08 23:01:50,Kolkata,Delhi,84.47,OnTime
SH005915,ORD006473,Delhivery,2024-08-05 16:41:00,2024-08-08 02:58:42,Mumbai,Lucknow,84.84,Late_1_2d
SH005916,ORD006474,Delhivery,2024-08-05 16:15:08,2024-08-06 17:46:49,Delhi,Chandigarh,110.39,OnTime
SH005917,ORD006475,BlueDart,2024-08-05 13:07:55,,Kolkata,Chennai,68.82,InTransit
SH005918,ORD006476,Ekart,2024-08-05 14:28:11,2024-08-06 19:38:51,Hyderabad,Chennai,91.04,OnTime
SH005919,ORD006477,BlueDart,2024-08-05 08:57:55,2024-08-06 10:22:00,Delhi,Chennai,95.89,OnTime
SH005920,ORD006478,InHouse,2024-08-05 14:09:01,2024-08-06 08:15:45,Kolkata,Hyderabad,47.87,OnTime
SH005921,ORD006479,Delhivery,2024-08-05 11:05:15,2024-08-08 06:21:56,Delhi,Mumbai,68.27,Late_1_2d
SH005922,ORD006480,InHouse,2024-08-05 09:05:16,2024-08-05 23:31:56,Hyderabad,Hyderabad,26.99,OnTime
SH005923,ORD006482,Ekart,2024-08-05 16:29:16,2024-08-06 14:58:49,Pune,Mumbai,64.96,OnTime
SH005924,ORD006483,BlueDart,2024-08-05 11:59:54,2024-08-06 10:59:46,Kochi,Delhi,107.19,OnTime
SH005925,ORD006484,Delhivery,2024-08-05 05:26:53,2024-08-06 08:26:03,Hyderabad,Bangalore,101.08,OnTime
SH005926,ORD006485,Ekart,2024-08-05 06:38:24,2024-08-05 23:05:00,Jaipur,Bangalore,84.95,OnTime
SH005927,ORD006486,InHouse,2024-08-05 06:38:58,2024-08-06 02:27:39,Pune,Mumbai,76.07,OnTime
SH005928,ORD006487,Delhivery,2024-08-05 06:36:22,2024-08-06 04:22:46,Delhi,Chennai,89.78,OnTime
SH005929,ORD006488,Ekart,2024-08-05 16:44:56,2024-08-07 17:15:49,Jaipur,Kolkata,75.82,OnTime
SH005930,ORD006490,Ekart,2024-08-05 09:31:35,2024-08-06 22:46:48,Delhi,Bangalore,91.16,OnTime
SH005931,ORD006491,BlueDart,2024-08-05 10:45:20,2024-08-05 23:08:14,Pune,Delhi,133.28,OnTime
SH005932,ORD006492,Delhivery,2024-08-05 13:47:53,2024-08-07 20:54:33,Delhi,Chennai,70.57,Late_1_2d
SH005933,ORD006493,InHouse,2024-08-05 05:31:52,2024-08-05 13:37:40,Lucknow,Delhi,61.74,OnTime
SH005934,ORD006494,Ekart,2024-08-05 16:18:14,2024-08-08 03:08:18,Delhi,Kolkata,91.3,OnTime
SH005935,ORD006495,Delhivery,2024-08-05 08:17:46,2024-08-06 03:27:34,Kolkata,Mumbai,105.03,OnTime
SH005936,ORD006496,BlueDart,2024-08-05 16:35:31,2024-08-06 18:32:14,Chennai,Hyderabad,116.08,OnTime
SH005937,ORD006497,Delhivery,2024-08-05 15:04:47,2024-08-06 18:35:42,Pune,Ahmedabad,81.84,OnTime
SH005938,ORD006498,Ekart,2024-08-05 14:04:48,2024-08-06 08:22:21,Mumbai,Chennai,89.81,OnTime
SH005939,ORD006499,BlueDart,2024-08-05 05:46:09,2024-08-06 02:04:48,Mumbai,Kochi,161.58,OnTime
SH005940,ORD006501,Ekart,2024-08-05 13:26:36,2024-08-07 17:25:40,Bangalore,Bangalore,30.64,OnTime
SH005941,ORD006502,InHouse,2024-08-05 13:32:45,,Chandigarh,Delhi,78.26,InTransit
SH005942,ORD006503,Delhivery,2024-08-05 05:41:50,2024-08-06 15:52:49,Mumbai,Kolkata,126.26,OnTime
SH005943,ORD006504,Delhivery,2024-08-05 15:14:51,2024-08-07 04:42:59,Mumbai,Chennai,120.38,Late_1_2d
