order_id,customer_id,created_at,status,payment_method,promised_delivery_date,is_fast_delivery_eligible
ORD007591,C06742,2024-08-11,Delivered,COD,2024-08-13,True
ORD007592,C04151,2024-08-11,Delivered,COD,2024-08-13,True
ORD007593,C23277,2024-08-11,Delivered,Wallet,2024-08-13,True
ORD007594,C16471,2024-08-11,Delivered,Card,2024-08-14,False
ORD007595,C21223,2024-08-11,Delivered,UPI,2024-08-13,True
ORD007596,C24020,2024-08-11,Delivered,NetBanking,2024-08-13,True
ORD007597,C06135,2024-08-11,Cancelled,COD,2024-08-13,True
ORD007598,C14231,2024-08-11,Delivered,Card,2024-08-13,True
ORD007599,C22882,2024-08-11,Delivered,Card,2024-08-13,True
ORD007600,C13051,2024-08-11,Delivered,UPI,2024-08-13,True
ORD007601,C19637,2024-08-11,Delivered,COD,2024-08-13,True
ORD007602,C16555,2024-08-11,Delivered,UPI,2024-08-13,True
ORD007603,C22117,2024-08-11,Shipped,NetBanking,2024-08-13,True
ORD007604,C23668,2024-08-11,Cancelled,UPI,2024-08-14,False
ORD007605,C02113,2024-08-11,Delivered,Card,2024-08-13,True
ORD007606,C02081,2024-08-11,Delivered,UPI,2024-08-16,False
ORD007607,C03133,2024-08-11,Delivered,UPI,2024-08-14,False
ORD007608,C20551,2024-08-11,Delivered,Wallet,2024-08-14,False
ORD007609,C11224,2024-08-12,Delivered,Wallet,2024-08-14,True
ORD007610,C19536,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007611,C16492,2024-08-12,Delivered,COD,2024-08-16,False
ORD007612,C20147,2024-08-12,Delivered,Wallet,2024-08-14,True
ORD007613,C14178,2024-08-12,Delivered,UPI,2024-08-16,False
ORD007614,C12262,2024-08-12,Cancelled,UPI,2024-08-14,True
ORD007615,C24872,2024-08-12,Delivered,COD,2024-08-14,True
ORD007616,C00280,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007617,C13495,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007618,C22553,2024-08-12,Delivered,COD,2024-08-14,True
ORD007619,C01057,2024-08-12,Delivered,NetBanking,2024-08-14,True
ORD007620,C19587,2024-08-12,Delivered,COD,2024-08-14,True
ORD007621,C08186,2024-08-12,Delivered,COD,2024-08-14,True
ORD007622,C14104,2024-08-12,Delivered,Card,2024-08-15,False
ORD007623,C22471,2024-08-12,Delivered,COD,2024-08-14,True
ORD007624,C17135,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007625,C03216,2024-08-12,Delivered,Card,2024-08-15,False
ORD007626,C09496,2024-08-12,Shipped,Card,2024-08-17,False
ORD007627,C14329,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007628,C11222,2024-08-12,Delivered,Card,2024-08-14,True
ORD007629,C06814,2024-08-12,Delivered,Card,2024-08-17,False
ORD007630,C15316,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007631,C16118,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007632,C19218,2024-08-12,Delivered,Card,2024-08-14,True
ORD007633,C01695,2024-08-12,Delivered,UPI,2024-08-15,False
ORD007634,C21755,2024-08-12,Delivered,Card,2024-08-14,True
ORD007635,C07660,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007636,C11372,2024-08-12,Delivered,COD,2024-08-15,False
ORD007637,C23846,2024-08-12,Delivered,COD,2024-08-14,True
ORD007638,C07009,2024-08-12,Returned,Card,2024-08-14,True
ORD007639,C18189,2024-08-12,Returned,Card,2024-08-17,False
ORD007640,C02011,2024-08-12,Delivered,Wallet,2024-08-15,False
ORD007641,C12569,2024-08-12,Shipped,Wallet,2024-08-14,True
ORD007642,C16290,2024-08-12,Delivered,Card,2024-08-14,True
ORD007643,C18796,2024-08-12,Shipped,UPI,2024-08-15,False
ORD007644,C00945,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007645,C10179,2024-08-12,Delivered,COD,2024-08-16,False
ORD007646,C02754,2024-08-12,Delivered,Card,2024-08-14,True
ORD007647,C02783,2024-08-12,Delivered,UPI,2024-08-17,False
ORD007648,C20145,2024-08-12,Delivered,Card,2024-08-14,True
ORD007649,C22566,2024-08-12,Delivered,UPI,2024-08-17,False
ORD007650,C00090,2024-08-12,Cancelled,UPI,2024-08-14,True
ORD007651,C22359,2024-08-12,Delivered,COD,2024-08-14,True
ORD007652,C17684,2024-08-12,Delivered,COD,2024-08-16,False
ORD007653,C15805,2024-08-12,Delivered,COD,2024-08-15,False
ORD007654,C12341,2024-08-12,Delivered,COD,2024-08-14,True
ORD007655,C23925,2024-08-12,Delivered,NetBanking,2024-08-14,True
ORD007656,C23916,2024-08-12,Delivered,Wallet,2024-08-15,False
ORD007657,C21271,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007658,C23474,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007659,C20406,2024-08-12,Delivered,Wallet,2024-08-15,False
ORD007660,C20685,2024-08-12,Delivered,Wallet,2024-08-17,False
ORD007661,C01480,2024-08-12,Delivered,COD,2024-08-14,True
ORD007662,C09122,2024-08-12,Delivered,UPI,2024-08-17,False
ORD007663,C03516,2024-08-12,Returned,UPI,2024-08-15,False
ORD007664,C18070,2024-08-12,Delivered,NetBanking,2024-08-14,True
ORD007665,C21651,2024-08-12,Delivered,Card,2024-08-14,True
ORD007666,C06009,2024-08-12,Delivered,UPI,2024-08-17,False
ORD007667,C02505,2024-08-12,Delivered,UPI,2024-08-15,False
ORD007668,C24047,2024-08-12,Delivered,Card,2024-08-16,False
ORD007669,C08890,2024-08-12,Delivered,COD,2024-08-14,True
ORD007670,C16921,2024-08-12,Delivered,Card,2024-08-14,True
ORD007671,C02636,2024-08-12,Shipped,Wallet,2024-08-17,False
ORD007672,C07022,2024-08-12,Delivered,Wallet,2024-08-14,True
ORD007673,C24352,2024-08-12,Delivered,COD,2024-08-14,True
ORD007674,C06038,2024-08-12,Delivered,COD,2024-08-16,False
ORD007675,C04359,2024-08-12,Delivered,Card,2024-08-16,False
ORD007676,C03323,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007677,C03162,2024-08-12,Delivered,COD,2024-08-14,True
ORD007678,C22624,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007679,C11964,2024-08-12,Delivered,Card,2024-08-14,True
ORD007680,C03950,2024-08-12,Shipped,Wallet,2024-08-17,False
ORD007681,C05633,2024-08-12,Delivered,UPI,2024-08-17,False
ORD007682,C02121,2024-08-12,Delivered,Wallet,2024-08-14,True
ORD007683,C19100,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007684,C07966,2024-08-12,Delivered,COD,2024-08-14,True
ORD007685,C05539,2024-08-12,Delivered,COD,2024-08-14,True
ORD007686,C17567,2024-08-12,Delivered,COD,2024-08-14,True
ORD007687,C09077,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007688,C20761,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007689,C19181,2024-08-12,Delivered,Card,2024-08-15,False
ORD007690,C17083,2024-08-12,Delivered,COD,2024-08-14,True
ORD007691,C18148,2024-08-12,Returned,Card,2024-08-14,True
ORD007692,C06158,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007693,C10683,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007694,C17093,2024-08-12,Shipped,COD,2024-08-14,True
ORD007695,C03429,2024-08-12,Cancelled,UPI,2024-08-16,False
ORD007696,C21621,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007697,C14215,2024-08-12,Delivered,COD,2024-08-14,True
ORD007698,C19414,2024-08-12,Delivered,Card,2024-08-14,True
ORD007699,C05790,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007700,C24779,2024-08-12,Delivered,NetBanking,2024-08-14,True
ORD007701,C01145,2024-08-12,Delivered,UPI,2024-08-16,False
ORD007702,C07233,2024-08-12,Delivered,COD,2024-08-14,True
ORD007703,C00390,2024-08-12,Delivered,UPI,2024-08-15,False
ORD007704,C05610,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007705,C05501,2024-08-12,Delivered,UPI,2024-08-16,False
ORD007706,C23512,2024-08-12,Returned,UPI,2024-08-14,True
ORD007707,C15029,2024-08-12,Delivered,COD,2024-08-14,True
ORD007708,C01959,2024-08-12,Delivered,Card,2024-08-14,True
ORD007709,C05563,2024-08-12,Delivered,Card,2024-08-14,True
ORD007710,C09329,2024-08-12,Delivered,COD,2024-08-16,False
ORD007711,C00887,2024-08-12,Delivered,COD,2024-08-14,True
ORD007712,C15073,2024-08-12,Delivered,UPI,2024-08-17,False
ORD007713,C24337,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007714,C09655,2024-08-12,Delivered,COD,2024-08-15,False
ORD007715,C01008,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007716,C07856,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007717,C03974,2024-08-12,Delivered,NetBanking,2024-08-16,False
ORD007718,C07203,2024-08-12,Delivered,COD,2024-08-14,True
ORD007719,C07961,2024-08-12,Delivered,COD,2024-08-14,True
ORD007720,C05922,2024-08-12,Delivered,Wallet,2024-08-14,True
ORD007721,C18276,2024-08-12,Delivered,Card,2024-08-14,True
ORD007722,C18514,2024-08-12,Delivered,COD,2024-08-14,True
ORD007723,C04344,2024-08-12,Delivered,NetBanking,2024-08-14,True
ORD007724,C00850,2024-08-12,Delivered,NetBanking,2024-08-14,True
ORD007725,C10359,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007726,C19400,2024-08-12,Delivered,Card,2024-08-14,True
ORD007727,C12389,2024-08-12,Delivered,Wallet,2024-08-16,False
ORD007728,C18270,2024-08-12,Delivered,COD,2024-08-14,True
ORD007729,C16877,2024-08-12,Delivered,Card,2024-08-17,False
ORD007730,C07667,2024-08-12,Delivered,Card,2024-08-17,False
ORD007731,C22932,2024-08-12,Delivered,Card,2024-08-14,True
ORD007732,C19183,2024-08-12,Delivered,COD,2024-08-17,False
ORD007733,C13548,2024-08-12,Delivered,COD,2024-08-14,True
ORD007734,C01499,2024-08-12,Delivered,Card,2024-08-15,False
ORD007735,C02614,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007736,C04501,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007737,C22695,2024-08-12,Delivered,COD,2024-08-14,True
ORD007738,C19224,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007739,C19495,2024-08-12,Cancelled,COD,2024-08-14,True
ORD007740,C02633,2024-08-12,Delivered,COD,2024-08-14,True
ORD007741,C07583,2024-08-12,Delivered,Card,2024-08-17,False
ORD007742,C24219,2024-08-12,Delivered,NetBanking,2024-08-14,True
ORD007743,C24538,2024-08-12,Delivered,Card,2024-08-16,False
ORD007744,C13596,2024-08-12,Delivered,COD,2024-08-16,False
ORD007745,C23483,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007746,C17634,2024-08-12,Delivered,NetBanking,2024-08-14,True
ORD007747,C23158,2024-08-12,Delivered,Card,2024-08-17,False
ORD007748,C13821,2024-08-12,Delivered,Card,2024-08-14,True
ORD007749,C03430,2024-08-12,Delivered,COD,2024-08-17,False
ORD007750,C21045,2024-08-12,Delivered,COD,2024-08-14,True
ORD007751,C20985,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007752,C01828,2024-08-12,Returned,UPI,2024-08-15,False
ORD007753,C11125,2024-08-12,Delivered,NetBanking,2024-08-15,False
ORD007754,C20559,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007755,C14096,2024-08-12,Delivered,UPI,2024-08-16,False
ORD007756,C06888,2024-08-12,Delivered,Wallet,2024-08-16,False
ORD007757,C11521,2024-08-12,Delivered,COD,2024-08-16,False
ORD007758,C20637,2024-08-12,Delivered,COD,2024-08-14,True
ORD007759,C02503,2024-08-12,Delivered,Wallet,2024-08-17,False
ORD007760,C15971,2024-08-12,Delivered,UPI,2024-08-16,False
ORD007761,C22822,2024-08-12,Delivered,COD,2024-08-14,True
ORD007762,C14452,2024-08-12,Delivered,UPI,2024-08-15,False
ORD007763,C13229,2024-08-12,Delivered,UPI,2024-08-15,False
ORD007764,C24720,2024-08-12,Delivered,COD,2024-08-16,False
ORD007765,C07931,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007766,C19675,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007767,C00537,2024-08-12,Delivered,COD,2024-08-17,False
ORD007768,C09760,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007769,C02234,2024-08-12,Delivered,COD,2024-08-14,True
ORD007770,C07387,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007771,C17601,2024-08-12,Delivered,Card,2024-08-16,False
ORD007772,C06795,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007773,C00049,2024-08-12,Delivered,Wallet,2024-08-14,True
ORD007774,C15360,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007775,C03287,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007776,C15453,2024-08-12,Delivered,COD,2024-08-14,True
ORD007777,C00659,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007778,C22282,2024-08-12,Cancelled,COD,2024-08-14,True
ORD007779,C01356,2024-08-12,Returned,UPI,2024-08-14,True
ORD007780,C22274,2024-08-12,Delivered,COD,2024-08-14,True
ORD007781,C23993,2024-08-12,Delivered,Card,2024-08-14,True
ORD007782,C11663,2024-08-12,Delivered,COD,2024-08-14,True
ORD007783,C10076,2024-08-12,Delivered,UPI,2024-08-14,True
ORD007784,C13985,2024-08-12,Cancelled,Card,2024-08-15,False
ORD007785,C01059,2024-08-12,Delivered,COD,2024-08-15,False
ORD007786,C24148,2024-08-13,Delivered,COD,2024-08-16,False
ORD007787,C05735,2024-08-13,Returned,UPI,2024-08-16,False
ORD007788,C16378,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007789,C09809,2024-08-13,Delivered,Card,2024-08-15,True
ORD007790,C21399,2024-08-13,Delivered,Card,2024-08-15,True
ORD007791,C17545,2024-08-13,Delivered,Wallet,2024-08-17,False
ORD007792,C24056,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007793,C16734,2024-08-13,Delivered,Card,2024-08-15,True
ORD007794,C06172,2024-08-13,Delivered,COD,2024-08-15,True
ORD007795,C02792,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007796,C24733,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007797,C17037,2024-08-13,Returned,Wallet,2024-08-17,False
ORD007798,C08030,2024-08-13,Delivered,Card,2024-08-15,True
ORD007799,C20495,2024-08-13,Delivered,NetBanking,2024-08-15,True
ORD007800,C16650,2024-08-13,Delivered,COD,2024-08-17,False
ORD007801,C12139,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007802,C16643,2024-08-13,Delivered,Card,2024-08-17,False
ORD007803,C16213,2024-08-13,Delivered,UPI,2024-08-17,False
ORD007804,C23951,2024-08-13,Delivered,COD,2024-08-15,True
ORD007805,C18638,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007806,C17687,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007807,C17291,2024-08-13,Delivered,COD,2024-08-18,False
ORD007808,C00703,2024-08-13,Delivered,NetBanking,2024-08-15,True
ORD007809,C01693,2024-08-13,Delivered,UPI,2024-08-16,False
ORD007810,C08441,2024-08-13,Delivered,Card,2024-08-16,False
ORD007811,C03970,2024-08-13,Delivered,Card,2024-08-15,True
ORD007812,C18482,2024-08-13,Delivered,UPI,2024-08-17,False
ORD007813,C03840,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007814,C21144,2024-08-13,Delivered,Wallet,2024-08-15,True
ORD007815,C22736,2024-08-13,Delivered,COD,2024-08-15,True
ORD007816,C02523,2024-08-13,Delivered,Card,2024-08-15,True
ORD007817,C24318,2024-08-13,Delivered,COD,2024-08-16,False
ORD007818,C02302,2024-08-13,Delivered,Wallet,2024-08-15,True
ORD007819,C17801,2024-08-13,Delivered,UPI,2024-08-18,False
ORD007820,C24233,2024-08-13,Delivered,COD,2024-08-15,True
ORD007821,C02071,2024-08-13,Shipped,Wallet,2024-08-15,True
ORD007822,C24892,2024-08-13,Delivered,NetBanking,2024-08-15,True
ORD007823,C18246,2024-08-13,Delivered,COD,2024-08-18,False
ORD007824,C16814,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007825,C08119,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007826,C09400,2024-08-13,Delivered,Card,2024-08-17,False
ORD007827,C09021,2024-08-13,Delivered,Card,2024-08-17,False
ORD007828,C20945,2024-08-13,Delivered,UPI,2024-08-16,False
ORD007829,C12983,2024-08-13,Delivered,UPI,2024-08-17,False
ORD007830,C22869,2024-08-13,Delivered,UPI,2024-08-16,False
ORD007831,C12842,2024-08-13,Delivered,NetBanking,2024-08-15,True
ORD007832,C02878,2024-08-13,Delivered,Card,2024-08-17,False
ORD007833,C09422,2024-08-13,Cancelled,COD,2024-08-18,False
ORD007834,C12841,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007835,C18047,2024-08-13,Delivered,NetBanking,2024-08-18,False
ORD007836,C16041,2024-08-13,Delivered,Wallet,2024-08-15,True
ORD007837,C19399,2024-08-13,Delivered,NetBanking,2024-08-15,True
ORD007838,C05594,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007839,C24322,2024-08-13,Delivered,NetBanking,2024-08-16,False
ORD007840,C15485,2024-08-13,Delivered,COD,2024-08-15,True
ORD007841,C17447,2024-08-13,Delivered,Card,2024-08-15,True
ORD007842,C01170,2024-08-13,Delivered,NetBanking,2024-08-18,False
ORD007843,C19255,2024-08-13,Shipped,COD,2024-08-15,True
ORD007844,C05540,2024-08-13,Cancelled,COD,2024-08-15,True
ORD007845,C17375,2024-08-13,Delivered,NetBanking,2024-08-18,False
ORD007846,C14811,2024-08-13,Delivered,UPI,2024-08-18,False
ORD007847,C14018,2024-08-13,Delivered,UPI,2024-08-16,False
ORD007848,C24873,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007849,C15106,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007850,C12654,2024-08-13,Delivered,COD,2024-08-16,False
ORD007851,C19346,2024-08-13,Delivered,Card,2024-08-15,True
ORD007852,C15356,2024-08-13,Cancelled,Card,2024-08-15,True
ORD007853,C03336,2024-08-13,Cancelled,Wallet,2024-08-15,True
ORD007854,C22045,2024-08-13,Delivered,Wallet,2024-08-15,True
ORD007855,C14964,2024-08-13,Delivered,COD,2024-08-15,True
ORD007856,C10884,2024-08-13,Delivered,COD,2024-08-15,True
ORD007857,C08617,2024-08-13,Delivered,Card,2024-08-17,False
ORD007858,C09914,2024-08-13,Delivered,Card,2024-08-15,True
ORD007859,C14248,2024-08-13,Delivered,Wallet,2024-08-15,True
ORD007860,C16338,2024-08-13,Delivered,UPI,2024-08-16,False
ORD007861,C19696,2024-08-13,Delivered,UPI,2024-08-17,False
ORD007862,C20725,2024-08-13,Delivered,Card,2024-08-15,True
ORD007863,C17992,2024-08-13,Cancelled,UPI,2024-08-15,True
ORD007864,C17634,2024-08-13,Delivered,UPI,2024-08-18,False
ORD007865,C05653,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007866,C22683,2024-08-13,Delivered,COD,2024-08-16,False
ORD007867,C01884,2024-08-13,Delivered,COD,2024-08-15,True
ORD007868,C20491,2024-08-13,Delivered,COD,2024-08-15,True
ORD007869,C21535,2024-08-13,Cancelled,UPI,2024-08-18,False
ORD007870,C19719,2024-08-13,Delivered,COD,2024-08-17,False
ORD007871,C15947,2024-08-13,Delivered,COD,2024-08-15,True
ORD007872,C20822,2024-08-13,Shipped,UPI,2024-08-15,True
ORD007873,C16910,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007874,C21994,2024-08-13,Cancelled,UPI,2024-08-15,True
ORD007875,C09569,2024-08-13,Delivered,Card,2024-08-17,False
ORD007876,C22910,2024-08-13,Delivered,NetBanking,2024-08-15,True
ORD007877,C06275,2024-08-13,Returned,COD,2024-08-15,True
ORD007878,C19122,2024-08-13,Delivered,COD,2024-08-16,False
ORD007879,C00861,2024-08-13,Delivered,Card,2024-08-18,False
ORD007880,C19049,2024-08-13,Delivered,Card,2024-08-15,True
ORD007881,C06474,2024-08-13,Delivered,COD,2024-08-15,True
ORD007882,C24922,2024-08-13,Returned,Card,2024-08-15,True
ORD007883,C13823,2024-08-13,Delivered,Card,2024-08-17,False
ORD007884,C14566,2024-08-13,Delivered,UPI,2024-08-17,False
ORD007885,C05255,2024-08-13,Delivered,COD,2024-08-15,True
ORD007886,C03734,2024-08-13,Delivered,Wallet,2024-08-15,True
ORD007887,C05838,2024-08-13,Delivered,NetBanking,2024-08-15,True
ORD007888,C13349,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007889,C03870,2024-08-13,Delivered,COD,2024-08-15,True
ORD007890,C08905,2024-08-13,Delivered,COD,2024-08-16,False
ORD007891,C11588,2024-08-13,Returned,COD,2024-08-17,False
ORD007892,C22318,2024-08-13,Delivered,COD,2024-08-15,True
ORD007893,C02428,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007894,C10223,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007895,C15435,2024-08-13,Delivered,NetBanking,2024-08-17,False
ORD007896,C14244,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007897,C18786,2024-08-13,Delivered,Card,2024-08-18,False
ORD007898,C09920,2024-08-13,Delivered,NetBanking,2024-08-15,True
ORD007899,C00375,2024-08-13,Delivered,Card,2024-08-15,True
ORD007900,C11575,2024-08-13,Delivered,COD,2024-08-15,True
ORD007901,C03667,2024-08-13,Delivered,Card,2024-08-15,True
ORD007902,C07414,2024-08-13,Delivered,UPI,2024-08-18,False
ORD007903,C00569,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007904,C17961,2024-08-13,Delivered,Card,2024-08-15,True
ORD007905,C03273,2024-08-13,Delivered,COD,2024-08-15,True
ORD007906,C22753,2024-08-13,Delivered,COD,2024-08-15,True
ORD007907,C22016,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007908,C06543,2024-08-13,Delivered,COD,2024-08-15,True
ORD007909,C18216,2024-08-13,Delivered,Card,2024-08-16,False
ORD007910,C15498,2024-08-13,Delivered,COD,2024-08-15,True
ORD007911,C11782,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007912,C13201,2024-08-13,Delivered,UPI,2024-08-17,False
ORD007913,C03942,2024-08-13,Delivered,Card,2024-08-15,True
ORD007914,C24535,2024-08-13,Delivered,NetBanking,2024-08-18,False
ORD007915,C20826,2024-08-13,Shipped,COD,2024-08-15,True
ORD007916,C16583,2024-08-13,Shipped,COD,2024-08-18,False
ORD007917,C23963,2024-08-13,Delivered,UPI,2024-08-17,False
ORD007918,C24546,2024-08-13,Shipped,COD,2024-08-15,True
ORD007919,C06722,2024-08-13,Delivered,COD,2024-08-18,False
ORD007920,C15578,2024-08-13,Delivered,COD,2024-08-18,False
ORD007921,C09103,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007922,C22857,2024-08-13,Cancelled,COD,2024-08-15,True
ORD007923,C07266,2024-08-13,Delivered,COD,2024-08-17,False
ORD007924,C18677,2024-08-13,Delivered,COD,2024-08-18,False
ORD007925,C23547,2024-08-13,Delivered,COD,2024-08-18,False
ORD007926,C20438,2024-08-13,Shipped,UPI,2024-08-15,True
ORD007927,C07713,2024-08-13,Delivered,COD,2024-08-15,True
ORD007928,C03484,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007929,C00887,2024-08-13,Delivered,NetBanking,2024-08-17,False
ORD007930,C08076,2024-08-13,Delivered,COD,2024-08-18,False
ORD007931,C20820,2024-08-13,Delivered,Wallet,2024-08-18,False
ORD007932,C02877,2024-08-13,Delivered,Card,2024-08-15,True
ORD007933,C04923,2024-08-13,Delivered,Wallet,2024-08-17,False
ORD007934,C04258,2024-08-13,Shipped,UPI,2024-08-15,True
ORD007935,C16001,2024-08-13,Delivered,UPI,2024-08-16,False
ORD007936,C01198,2024-08-13,Delivered,COD,2024-08-15,True
ORD007937,C15800,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007938,C09071,2024-08-13,Delivered,UPI,2024-08-17,False
ORD007939,C21865,2024-08-13,Delivered,Card,2024-08-15,True
ORD007940,C17874,2024-08-13,Delivered,UPI,2024-08-18,False
ORD007941,C17784,2024-08-13,Delivered,COD,2024-08-15,True
ORD007942,C15897,2024-08-13,Delivered,NetBanking,2024-08-16,False
ORD007943,C22110,2024-08-13,Delivered,COD,2024-08-17,False
ORD007944,C21171,2024-08-13,Returned,Wallet,2024-08-16,False
ORD007945,C09432,2024-08-13,Delivered,UPI,2024-08-18,False
ORD007946,C18117,2024-08-13,Delivered,COD,2024-08-15,True
ORD007947,C00590,2024-08-13,Delivered,UPI,2024-08-17,False
ORD007948,C05213,2024-08-13,Delivered,NetBanking,2024-08-17,False
ORD007949,C12804,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007950,C19034,2024-08-13,Cancelled,NetBanking,2024-08-15,True
ORD007951,C18768,2024-08-13,Delivered,UPI,2024-08-16,False
ORD007952,C20742,2024-08-13,Delivered,COD,2024-08-15,True
ORD007953,C08807,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007954,C05481,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007955,C20003,2024-08-13,Cancelled,UPI,2024-08-16,False
ORD007956,C13052,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007957,C01580,2024-08-13,Delivered,Card,2024-08-15,True
ORD007958,C00159,2024-08-13,Delivered,NetBanking,2024-08-15,True
ORD007959,C23248,2024-08-13,Delivered,Card,2024-08-16,False
ORD007960,C20673,2024-08-13,Delivered,UPI,2024-08-17,False
ORD007961,C15076,2024-08-13,Delivered,Card,2024-08-16,False
ORD007962,C23908,2024-08-13,Delivered,COD,2024-08-15,True
ORD007963,C08318,2024-08-13,Returned,NetBanking,2024-08-16,False
ORD007964,C17166,2024-08-13,Delivered,Card,2024-08-16,False
ORD007965,C18392,2024-08-13,Shipped,UPI,2024-08-15,True
ORD007966,C22771,2024-08-13,Delivered,COD,2024-08-17,False
ORD007967,C03926,2024-08-13,Delivered,COD,2024-08-17,False
ORD007968,C11875,2024-08-13,Cancelled,COD,2024-08-18,False
ORD007969,C21768,2024-08-13,Delivered,UPI,2024-08-15,True
ORD007970,C19543,2024-08-13,Delivered,COD,2024-08-16,False
ORD007971,C14302,2024-08-13,Shipped,COD,2024-08-15,True
ORD007972,C01973,2024-08-13,Delivered,Card,2024-08-15,True
ORD007973,C01238,2024-08-14,Delivered,UPI,2024-08-19,False
ORD007974,C15155,2024-08-14,Delivered,COD,2024-08-18,False
ORD007975,C08240,2024-08-14,Cancelled,Card,2024-08-16,True
ORD007976,C07419,2024-08-14,Delivered,UPI,2024-08-16,True
ORD007977,C04946,2024-08-14,Cancelled,COD,2024-08-16,True
ORD007978,C21764,2024-08-14,Delivered,Card,2024-08-17,False
ORD007979,C16702,2024-08-14,Cancelled,COD,2024-08-18,False
ORD007980,C20025,2024-08-14,Delivered,UPI,2024-08-16,True
ORD007981,C18207,2024-08-14,Delivered,UPI,2024-08-16,True
ORD007982,C07147,2024-08-14,Delivered,NetBanking,2024-08-16,True
ORD007983,C22945,2024-08-14,Delivered,Card,2024-08-16,True
ORD007984,C24111,2024-08-14,Delivered,Wallet,2024-08-16,True
ORD007985,C16379,2024-08-14,Delivered,COD,2024-08-16,True
ORD007986,C20322,2024-08-14,Delivered,UPI,2024-08-16,True
ORD007987,C12700,2024-08-14,Delivered,UPI,2024-08-19,False
ORD007988,C13901,2024-08-14,Delivered,Card,2024-08-16,True
ORD007989,C14238,2024-08-14,Delivered,COD,2024-08-16,True
ORD007990,C05699,2024-08-14,Delivered,Card,2024-08-16,True
ORD007991,C19487,2024-08-14,Delivered,UPI,2024-08-16,True
