order_item_id,order_id,product_id,seller_id,quantity,unit_price,discount_pct,platform_fee_pct
OI0023695,ORD013878,P00779,S0348,1,2008.0,0.0,0.09
OI0023696,ORD013879,P01672,S0063,1,36031.0,0.0,0.06
OI0023697,ORD013879,P02869,S0017,1,5436.0,0.19,0.13
OI0023698,ORD013880,P01783,S0178,2,19222.0,0.22,0.15
OI0023699,ORD013880,P00599,S0378,1,1126.0,0.22,0.12
OI0023700,ORD013880,P02354,S0277,1,1329.0,0.0,0.11
OI0023701,ORD013881,P01900,S0284,1,77618.0,0.0,0.06
OI0023702,ORD013881,P01228,S0330,2,2897.0,0.0,0.16
OI0023703,ORD013882,P02001,S0394,1,467.0,0.0,0.12
OI0023704,ORD013882,P00218,S0110,2,78583.0,0.02,0.08
OI0023705,ORD013882,P01848,S0254,1,29389.0,0.19,0.08
OI0023706,ORD013882,P01188,S0306,3,502.0,0.0,0.12
OI0023707,ORD013883,P01808,S0194,2,619.0,0.0,0.11
OI0023708,ORD013884,P02627,S0314,1,65568.0,0.1,0.1
OI0023709,ORD013885,P00312,S0151,1,3932.0,0.18,0.13
OI0023710,ORD013885,P00196,S0307,1,4506.0,0.13,0.1
OI0023711,ORD013885,P02591,S0080,1,486.0,0.0,0.13
OI0023712,ORD013886,P01220,S0195,1,7301.0,0.0,0.16
OI0023713,ORD013886,P01973,S0224,1,1440.0,0.0,0.11
OI0023714,ORD013886,P00582,S0364,2,665.0,0.05,0.12
OI0023715,ORD013887,P02045,S0135,2,4137.0,0.0,0.09
OI0023716,ORD013887,P02425,S0119,1,32582.0,0.21,0.08
OI0023717,ORD013887,P01421,S0316,1,81091.0,0.09,0.08
OI0023718,ORD013888,P00037,S0340,2,1098.0,0.0,0.1
OI0023719,ORD013888,P02459,S0370,1,20986.0,0.0,0.16
OI0023720,ORD013888,P00417,S0394,1,3286.0,0.0,0.16
OI0023721,ORD013888,P01170,S0320,2,4718.0,0.21,0.17
OI0023722,ORD013889,P01055,S0250,1,4643.0,0.0,0.15
OI0023723,ORD013890,P02000,S0108,1,17375.0,0.16,0.14
OI0023724,ORD013891,P02635,S0139,1,338.0,0.24,0.12
OI0023725,ORD013892,P00253,S0328,1,23139.0,0.03,0.13
OI0023726,ORD013893,P00392,S0143,1,10683.0,0.0,0.15
OI0023727,ORD013893,P01836,S0112,2,1583.0,0.0,0.14
OI0023728,ORD013893,P02153,S0374,1,12748.0,0.22,0.13
OI0023729,ORD013894,P00307,S0032,2,2547.0,0.0,0.15
OI0023730,ORD013895,P01391,S0179,1,16682.0,0.0,0.07
OI0023731,ORD013896,P00483,S0380,1,2397.0,0.04,0.16
OI0023732,ORD013897,P01481,S0399,3,7353.0,0.0,0.13
OI0023733,ORD013897,P01342,S0008,2,5459.0,0.25,0.14
OI0023734,ORD013897,P02450,S0397,2,928.0,0.0,0.12
OI0023735,ORD013898,P01663,S0058,1,717.0,0.0,0.1
OI0023736,ORD013898,P00263,S0243,1,22788.0,0.0,0.06
OI0023737,ORD013899,P00098,S0070,2,1664.0,0.0,0.13
OI0023738,ORD013899,P00318,S0030,1,5127.0,0.24,0.16
OI0023739,ORD013899,P01632,S0347,1,16574.0,0.13,0.07
OI0023740,ORD013899,P02221,S0314,1,1882.0,0.03,0.12
OI0023741,ORD013900,P01031,S0073,3,34723.0,0.0,0.07
OI0023742,ORD013900,P01423,S0251,1,155.0,0.0,0.08
OI0023743,ORD013901,P00139,S0164,1,752.0,0.0,0.09
OI0023744,ORD013901,P02918,S0203,1,544.0,0.21,0.11
OI0023745,ORD013901,P02812,S0047,1,53083.0,0.0,0.08
OI0023746,ORD013902,P00884,S0090,2,2549.0,0.0,0.1
OI0023747,ORD013903,P00871,S0390,1,934.0,0.18,0.11
OI0023748,ORD013903,P01366,S0360,1,1403.0,0.0,0.17
OI0023749,ORD013904,P01437,S0199,1,3633.0,0.0,0.15
OI0023750,ORD013904,P02450,S0280,1,872.0,0.0,0.11
OI0023751,ORD013905,P01165,S0366,1,3373.0,0.0,0.15
OI0023752,ORD013905,P02382,S0248,3,60547.0,0.0,0.07
OI0023753,ORD013906,P00583,S0059,1,11912.0,0.0,0.12
OI0023754,ORD013906,P01654,S0244,3,45761.0,0.0,0.07
OI0023755,ORD013907,P00028,S0333,2,1313.0,0.0,0.13
OI0023756,ORD013908,P01957,S0312,2,2091.0,0.0,0.13
OI0023757,ORD013908,P00532,S0358,1,3937.0,0.0,0.08
OI0023758,ORD013908,P02383,S0208,1,32937.0,0.0,0.06
OI0023759,ORD013909,P00422,S0246,1,15576.0,0.13,0.09
OI0023760,ORD013909,P01150,S0244,2,825.0,0.04,0.12
OI0023761,ORD013909,P02203,S0252,2,1342.0,0.15,0.09
OI0023762,ORD013910,P00049,S0020,2,2120.0,0.0,0.12
OI0023763,ORD013910,P01933,S0082,1,3452.0,0.0,0.16
OI0023764,ORD013910,P02861,S0002,3,75855.0,0.0,0.1
OI0023765,ORD013910,P02934,S0126,1,604.0,0.0,0.1
OI0023766,ORD013911,P02629,S0134,1,1561.0,0.22,0.11
OI0023767,ORD013912,P01653,S0056,1,1558.0,0.0,0.14
OI0023768,ORD013913,P01072,S0012,2,633.0,0.0,0.12
OI0023769,ORD013914,P02739,S0198,1,7046.0,0.0,0.16
OI0023770,ORD013915,P00746,S0026,1,824.0,0.25,0.11
OI0023771,ORD013916,P00723,S0281,1,57040.0,0.02,0.07
OI0023772,ORD013916,P02227,S0044,1,4945.0,0.0,0.15
OI0023773,ORD013917,P00286,S0256,1,4190.0,0.0,0.15
OI0023774,ORD013917,P00189,S0400,3,5380.0,0.0,0.14
OI0023775,ORD013918,P02687,S0248,1,5848.0,0.17,0.17
OI0023776,ORD013919,P01336,S0307,2,560.0,0.0,0.11
OI0023777,ORD013920,P01051,S0083,2,14875.0,0.0,0.13
OI0023778,ORD013920,P00414,S0374,1,47821.0,0.0,0.08
OI0023779,ORD013921,P01074,S0256,1,3793.0,0.0,0.17
OI0023780,ORD013921,P01119,S0003,2,395.0,0.0,0.1
OI0023781,ORD013921,P02746,S0071,2,1471.0,0.0,0.11
OI0023782,ORD013922,P01476,S0078,2,2372.0,0.0,0.15
OI0023783,ORD013923,P00660,S0089,3,187.0,0.0,0.14
OI0023784,ORD013923,P00595,S0286,1,49448.0,0.0,0.09
OI0023785,ORD013924,P02253,S0383,1,11642.0,0.0,0.15
OI0023786,ORD013925,P01696,S0166,1,20518.0,0.11,0.13
OI0023787,ORD013925,P00875,S0076,3,42.0,0.11,0.11
OI0023788,ORD013926,P02449,S0206,3,47382.0,0.0,0.07
OI0023789,ORD013927,P01156,S0201,1,3798.0,0.18,0.15
OI0023790,ORD013928,P02787,S0255,1,42.0,0.06,0.11
OI0023791,ORD013928,P02236,S0359,3,13309.0,0.0,0.15
OI0023792,ORD013929,P01376,S0024,2,21208.0,0.23,0.09
OI0023793,ORD013929,P00640,S0139,1,74396.0,0.14,0.08
OI0023794,ORD013930,P02912,S0324,3,21788.0,0.0,0.13
OI0023795,ORD013931,P02121,S0002,3,20991.0,0.0,0.15
OI0023796,ORD013932,P01447,S0277,1,1861.0,0.17,0.12
OI0023797,ORD013932,P02457,S0348,2,44497.0,0.03,0.09
OI0023798,ORD013933,P01366,S0042,2,1353.0,0.21,0.14
OI0023799,ORD013934,P00224,S0045,3,2166.0,0.0,0.15
OI0023800,ORD013935,P02037,S0012,1,589.0,0.0,0.14
OI0023801,ORD013935,P00614,S0331,1,685.0,0.0,0.15
OI0023802,ORD013935,P02032,S0301,1,3530.0,0.0,0.15
OI0023803,ORD013935,P02323,S0104,3,1594.0,0.04,0.09
OI0023804,ORD013936,P00915,S0369,2,56885.0,0.0,0.09
OI0023805,ORD013936,P02603,S0070,1,7409.0,0.12,0.15
OI0023806,ORD013937,P02623,S0220,1,1661.0,0.0,0.1
OI0023807,ORD013937,P00995,S0230,2,7705.0,0.17,0.07
OI0023808,ORD013937,P00609,S0272,1,19336.0,0.0,0.13
OI0023809,ORD013938,P01518,S0025,1,367.0,0.0,0.16
OI0023810,ORD013938,P00708,S0053,1,379.0,0.0,0.11
OI0023811,ORD013939,P02404,S0056,1,1277.0,0.0,0.11
OI0023812,ORD013939,P00456,S0217,3,1600.0,0.14,0.12
OI0023813,ORD013939,P01728,S0343,1,826.0,0.23,0.12
OI0023814,ORD013940,P00686,S0283,1,1734.0,0.0,0.14
OI0023815,ORD013940,P01142,S0210,1,375.0,0.0,0.12
OI0023816,ORD013941,P00588,S0244,1,7099.0,0.0,0.14
OI0023817,ORD013942,P00519,S0206,1,1136.0,0.0,0.09
OI0023818,ORD013943,P02766,S0225,1,1469.0,0.0,0.17
OI0023819,ORD013944,P02122,S0103,1,1414.0,0.18,0.15
OI0023820,ORD013945,P01541,S0260,1,4997.0,0.0,0.14
OI0023821,ORD013945,P01055,S0281,1,4262.0,0.03,0.13
OI0023822,ORD013946,P01658,S0338,1,583.0,0.0,0.11
OI0023823,ORD013946,P01083,S0367,2,15371.0,0.23,0.15
OI0023824,ORD013946,P01713,S0078,1,83270.0,0.15,0.06
OI0023825,ORD013947,P02039,S0297,1,2935.0,0.03,0.17
OI0023826,ORD013947,P01288,S0023,1,176.0,0.0,0.12
OI0023827,ORD013948,P00919,S0157,1,7692.0,0.21,0.07
OI0023828,ORD013949,P02069,S0052,1,8661.0,0.0,0.1
OI0023829,ORD013950,P01724,S0006,2,3873.0,0.0,0.13
OI0023830,ORD013951,P00875,S0237,1,46.0,0.0,0.13
OI0023831,ORD013951,P00823,S0362,2,66278.0,0.0,0.09
OI0023832,ORD013952,P01800,S0012,1,7652.0,0.0,0.13
OI0023833,ORD013952,P01150,S0160,2,712.0,0.0,0.14
OI0023834,ORD013952,P01100,S0225,1,384.0,0.0,0.11
OI0023835,ORD013953,P00831,S0030,2,78853.0,0.0,0.1
OI0023836,ORD013954,P02515,S0164,1,443.0,0.11,0.11
OI0023837,ORD013955,P02721,S0383,3,7787.0,0.0,0.13
OI0023838,ORD013955,P01817,S0086,2,35223.0,0.0,0.09
OI0023839,ORD013955,P02491,S0228,2,42653.0,0.1,0.08
OI0023840,ORD013956,P02133,S0204,1,2510.0,0.12,0.11
OI0023841,ORD013956,P02693,S0048,1,4684.0,0.0,0.12
OI0023842,ORD013956,P01207,S0132,3,6279.0,0.0,0.14
OI0023843,ORD013956,P00913,S0295,1,54268.0,0.0,0.09
OI0023844,ORD013957,P02316,S0382,1,4748.0,0.25,0.17
OI0023845,ORD013958,P02269,S0126,2,313.0,0.08,0.12
OI0023846,ORD013959,P00960,S0292,2,2744.0,0.0,0.1
OI0023847,ORD013959,P02548,S0044,1,2891.0,0.0,0.14
OI0023848,ORD013959,P00057,S0228,1,1672.0,0.0,0.11
OI0023849,ORD013960,P00589,S0046,2,24908.0,0.0,0.08
OI0023850,ORD013961,P02877,S0387,1,1328.0,0.0,0.11
OI0023851,ORD013962,P00878,S0387,2,2046.0,0.0,0.13
OI0023852,ORD013962,P00574,S0055,1,13918.0,0.0,0.08
OI0023853,ORD013962,P00054,S0388,1,225.0,0.1,0.11
OI0023854,ORD013962,P01057,S0064,1,11246.0,0.0,0.16
OI0023855,ORD013963,P01665,S0178,2,1572.0,0.0,0.1
OI0023856,ORD013963,P00686,S0310,2,1588.0,0.0,0.16
OI0023857,ORD013963,P00853,S0039,2,43352.0,0.0,0.09
OI0023858,ORD013963,P01121,S0082,1,1051.0,0.0,0.13
OI0023859,ORD013964,P01101,S0207,2,303.0,0.0,0.11
OI0023860,ORD013965,P01870,S0274,2,1330.0,0.04,0.12
OI0023861,ORD013965,P00093,S0253,1,6027.0,0.07,0.15
OI0023862,ORD013965,P00144,S0212,2,55778.0,0.0,0.09
OI0023863,ORD013965,P01150,S0167,1,797.0,0.0,0.14
OI0023864,ORD013966,P02572,S0261,1,2495.0,0.03,0.14
OI0023865,ORD013966,P00728,S0327,2,8712.0,0.0,0.17
OI0023866,ORD013966,P01264,S0167,2,179.0,0.0,0.14
OI0023867,ORD013967,P02272,S0159,1,46335.0,0.0,0.08
OI0023868,ORD013968,P00880,S0393,2,49693.0,0.02,0.09
OI0023869,ORD013968,P02388,S0179,2,6494.0,0.23,0.15
OI0023870,ORD013969,P01141,S0184,1,6081.0,0.22,0.14
OI0023871,ORD013970,P02136,S0254,1,2720.0,0.0,0.17
OI0023872,ORD013971,P02838,S0102,1,1742.0,0.21,0.12
OI0023873,ORD013971,P01075,S0112,1,1206.0,0.0,0.14
OI0023874,ORD013971,P00305,S0306,1,7468.0,0.2,0.17
OI0023875,ORD013971,P01753,S0285,1,4039.0,0.0,0.16
OI0023876,ORD013972,P02715,S0318,2,53034.0,0.0,0.09
OI0023877,ORD013972,P02290,S0026,1,3337.0,0.22,0.13
OI0023878,ORD013973,P00777,S0377,1,40344.0,0.0,0.1
OI0023879,ORD013974,P00738,S0368,1,14808.0,0.0,0.07
OI0023880,ORD013974,P02254,S0072,1,2659.0,0.0,0.09
OI0023881,ORD013974,P00655,S0043,1,1829.0,0.0,0.11
OI0023882,ORD013975,P01585,S0099,1,17022.0,0.0,0.14
OI0023883,ORD013976,P02597,S0299,2,4777.0,0.0,0.16
OI0023884,ORD013977,P01637,S0259,1,31236.0,0.0,0.06
OI0023885,ORD013977,P02253,S0033,1,14177.0,0.0,0.15
OI0023886,ORD013977,P01638,S0088,1,15710.0,0.09,0.08
OI0023887,ORD013978,P00318,S0061,1,4904.0,0.24,0.14
OI0023888,ORD013979,P02873,S0010,1,46615.0,0.0,0.09
OI0023889,ORD013979,P00524,S0294,1,5408.0,0.0,0.14
OI0023890,ORD013980,P01416,S0318,1,52838.0,0.0,0.08
OI0023891,ORD013981,P00288,S0002,2,1322.0,0.0,0.11
OI0023892,ORD013982,P02885,S0309,1,995.0,0.0,0.14
OI0023893,ORD013982,P00860,S0050,1,692.0,0.0,0.16
OI0023894,ORD013983,P02109,S0027,1,4768.0,0.0,0.16
OI0023895,ORD013984,P01505,S0045,2,28393.0,0.0,0.1
OI0023896,ORD013984,P02697,S0169,3,136.0,0.0,0.1
OI0023897,ORD013985,P01735,S0255,1,594.0,0.0,0.09
OI0023898,ORD013985,P02851,S0193,1,4306.0,0.0,0.16
OI0023899,ORD013985,P01730,S0130,1,7984.0,0.0,0.16
OI0023900,ORD013985,P00353,S0032,2,1471.0,0.0,0.16
OI0023901,ORD013986,P00916,S0036,1,608.0,0.0,0.11
OI0023902,ORD013987,P00517,S0089,1,24740.0,0.14,0.15
OI0023903,ORD013987,P01033,S0371,2,1068.0,0.0,0.11
OI0023904,ORD013987,P02795,S0045,1,412.0,0.0,0.13
OI0023905,ORD013988,P02940,S0059,1,507.0,0.21,0.12
OI0023906,ORD013989,P02337,S0223,1,6135.0,0.0,0.17
OI0023907,ORD013989,P00162,S0260,1,34775.0,0.0,0.07
OI0023908,ORD013989,P01422,S0036,2,2135.0,0.0,0.15
OI0023909,ORD013990,P00148,S0214,1,944.0,0.0,0.09
OI0023910,ORD013991,P02951,S0160,3,48311.0,0.09,0.06
OI0023911,ORD013992,P01384,S0234,3,1489.0,0.0,0.12
OI0023912,ORD013992,P02719,S0063,1,5898.0,0.0,0.16
OI0023913,ORD013993,P00779,S0007,1,1830.0,0.11,0.11
OI0023914,ORD013994,P00564,S0243,2,1150.0,0.0,0.16
OI0023915,ORD013994,P02827,S0072,3,6510.0,0.12,0.15
OI0023916,ORD013995,P00635,S0079,2,1834.0,0.0,0.09
OI0023917,ORD013996,P01105,S0087,1,28644.0,0.0,0.08
OI0023918,ORD013997,P01145,S0208,2,5468.0,0.24,0.15
OI0023919,ORD013998,P01883,S0304,2,2024.0,0.22,0.09
OI0023920,ORD013998,P01471,S0012,2,6831.0,0.0,0.14
OI0023921,ORD013998,P02183,S0384,1,285.0,0.23,0.16
OI0023922,ORD013998,P02874,S0054,1,8057.0,0.18,0.17
OI0023923,ORD013999,P00973,S0356,1,5845.0,0.0,0.13
OI0023924,ORD014000,P02469,S0186,2,33588.0,0.0,0.08
OI0023925,ORD014000,P01560,S0170,1,5986.0,0.14,0.14
OI0023926,ORD014001,P02735,S0357,1,1758.0,0.0,0.1
OI0023927,ORD014002,P01620,S0230,1,368.0,0.08,0.11
OI0023928,ORD014002,P00265,S0070,1,20865.0,0.0,0.15
OI0023929,ORD014003,P02734,S0266,3,41357.0,0.0,0.09
OI0023930,ORD014004,P02230,S0169,1,7734.0,0.0,0.15
OI0023931,ORD014005,P00428,S0337,1,48132.0,0.11,0.06
OI0023932,ORD014006,P01040,S0092,1,3820.0,0.0,0.16
OI0023933,ORD014007,P02180,S0382,2,23150.0,0.0,0.08
OI0023934,ORD014008,P00056,S0041,1,6912.0,0.16,0.16
OI0023935,ORD014009,P00764,S0304,3,1951.0,0.0,0.15
OI0023936,ORD014010,P02287,S0169,1,49391.0,0.0,0.07
OI0023937,ORD014010,P02440,S0363,1,55780.0,0.2,0.09
OI0023938,ORD014011,P02163,S0140,1,280.0,0.18,0.12
OI0023939,ORD014011,P01100,S0274,2,349.0,0.0,0.12
OI0023940,ORD014012,P00804,S0313,1,7142.0,0.0,0.15
OI0023941,ORD014013,P00339,S0080,3,6587.0,0.18,0.15
OI0023942,ORD014013,P00884,S0185,1,2435.0,0.2,0.11
OI0023943,ORD014013,P02710,S0098,1,54251.0,0.23,0.09
OI0023944,ORD014014,P01320,S0187,1,1656.0,0.09,0.11
OI0023945,ORD014014,P02470,S0235,1,51288.0,0.07,0.09
OI0023946,ORD014014,P00128,S0227,3,2079.0,0.0,0.11
OI0023947,ORD014014,P00587,S0388,3,651.0,0.01,0.1
OI0023948,ORD014015,P02685,S0115,1,6434.0,0.0,0.16
OI0023949,ORD014015,P00119,S0141,1,1040.0,0.0,0.12
OI0023950,ORD014016,P00264,S0044,1,1857.0,0.0,0.14
OI0023951,ORD014017,P02599,S0301,1,74454.0,0.0,0.06
OI0023952,ORD014017,P02141,S0205,1,832.0,0.0,0.08
OI0023953,ORD014018,P00897,S0247,3,41259.0,0.0,0.07
OI0023954,ORD014018,P02758,S0242,1,459.0,0.22,0.14
OI0023955,ORD014019,P01083,S0180,2,13906.0,0.0,0.16
OI0023956,ORD014020,P01896,S0265,1,7378.0,0.0,0.14
OI0023957,ORD014021,P00229,S0126,1,2733.0,0.0,0.13
OI0023958,ORD014021,P02664,S0006,2,67951.0,0.0,0.08
OI0023959,ORD014022,P01708,S0041,1,2482.0,0.21,0.11
OI0023960,ORD014023,P01307,S0113,1,6672.0,0.0,0.08
OI0023961,ORD014024,P00245,S0337,2,1474.0,0.03,0.09
OI0023962,ORD014025,P00430,S0257,1,5998.0,0.0,0.15
OI0023963,ORD014026,P00586,S0074,1,478.0,0.0,0.17
OI0023964,ORD014026,P00288,S0291,1,1448.0,0.01,0.09
OI0023965,ORD014026,P00829,S0005,1,1951.0,0.0,0.12
OI0023966,ORD014027,P02513,S0167,2,22783.0,0.0,0.15
OI0023967,ORD014028,P00718,S0237,3,6224.0,0.22,0.13
OI0023968,ORD014029,P00422,S0396,2,13574.0,0.03,0.06
OI0023969,ORD014029,P02983,S0065,3,47863.0,0.22,0.06
OI0023970,ORD014030,P02969,S0071,1,1576.0,0.0,0.08
OI0023971,ORD014031,P02810,S0241,2,2878.0,0.0,0.16
OI0023972,ORD014032,P01201,S0170,3,1466.0,0.0,0.15
OI0023973,ORD014033,P01639,S0232,3,16467.0,0.0,0.15
OI0023974,ORD014033,P02522,S0380,1,10749.0,0.0,0.09
OI0023975,ORD014034,P00323,S0046,2,21094.0,0.0,0.14
OI0023976,ORD014035,P01651,S0093,1,22428.0,0.18,0.1
OI0023977,ORD014035,P01615,S0056,1,459.0,0.0,0.14
OI0023978,ORD014035,P01910,S0278,2,12287.0,0.21,0.15
OI0023979,ORD014036,P00305,S0398,3,6010.0,0.15,0.14
OI0023980,ORD014037,P02720,S0375,1,4295.0,0.0,0.16
OI0023981,ORD014038,P01437,S0069,1,3294.0,0.07,0.16
OI0023982,ORD014039,P00860,S0395,1,730.0,0.0,0.14
OI0023983,ORD014039,P01288,S0196,2,179.0,0.0,0.13
OI0023984,ORD014039,P00198,S0086,1,72314.0,0.15,0.06
OI0023985,ORD014040,P00556,S0359,1,230.0,0.0,0.1
OI0023986,ORD014040,P00027,S0211,1,21922.0,0.0,0.07
OI0023987,ORD014040,P00834,S0249,1,55621.0,0.0,0.06
OI0023988,ORD014041,P00704,S0197,1,24574.0,0.0,0.08
OI0023989,ORD014042,P01587,S0203,1,1368.0,0.19,0.14
OI0023990,ORD014042,P02185,S0242,2,7828.0,0.0,0.13
OI0023991,ORD014043,P00333,S0159,1,364.0,0.06,0.15
OI0023992,ORD014043,P01617,S0367,1,3704.0,0.09,0.16
OI0023993,ORD014044,P01284,S0274,1,4968.0,0.13,0.15
OI0023994,ORD014045,P02361,S0037,1,2425.0,0.1,0.1
OI0023995,ORD014045,P01215,S0340,1,795.0,0.0,0.11
OI0023996,ORD014046,P01877,S0195,3,37383.0,0.13,0.08
OI0023997,ORD014046,P02570,S0389,1,1900.0,0.0,0.12
OI0023998,ORD014046,P00295,S0252,3,17521.0,0.0,0.15
OI0023999,ORD014047,P00180,S0125,1,54729.0,0.23,0.06
OI0024000,ORD014048,P02564,S0036,1,596.0,0.21,0.17
OI0024001,ORD014048,P01082,S0075,1,20969.0,0.0,0.08
OI0024002,ORD014049,P00783,S0388,1,1015.0,0.0,0.09
OI0024003,ORD014049,P00170,S0110,2,590.0,0.0,0.11
OI0024004,ORD014050,P02871,S0026,1,2155.0,0.0,0.13
OI0024005,ORD014050,P01032,S0297,1,998.0,0.04,0.13
OI0024006,ORD014051,P02467,S0373,1,61646.0,0.0,0.08
OI0024007,ORD014052,P01237,S0027,1,1828.0,0.0,0.12
OI0024008,ORD014052,P00410,S0258,1,53402.0,0.0,0.09
OI0024009,ORD014053,P00080,S0388,1,36846.0,0.0,0.06
OI0024010,ORD014054,P02209,S0023,2,794.0,0.0,0.11
OI0024011,ORD014054,P02954,S0157,2,7780.0,0.0,0.15
OI0024012,ORD014054,P01444,S0005,1,5358.0,0.1,0.13
OI0024013,ORD014055,P01818,S0163,3,14867.0,0.21,0.12
OI0024014,ORD014055,P01781,S0193,1,81769.0,0.2,0.07
OI0024015,ORD014056,P02372,S0161,2,4507.0,0.0,0.13
OI0024016,ORD014057,P00841,S0218,2,275.0,0.0,0.1
OI0024017,ORD014057,P02560,S0355,1,10924.0,0.0,0.13
OI0024018,ORD014058,P00188,S0256,1,679.0,0.0,0.11
OI0024019,ORD014058,P02956,S0217,3,14131.0,0.0,0.15
OI0024020,ORD014059,P01450,S0026,1,637.0,0.0,0.12
OI0024021,ORD014060,P01186,S0381,1,2243.0,0.0,0.16
OI0024022,ORD014061,P00954,S0317,1,11093.0,0.05,0.07
OI0024023,ORD014061,P00443,S0017,1,2615.0,0.0,0.15
OI0024024,ORD014062,P01253,S0001,3,1600.0,0.03,0.15
OI0024025,ORD014063,P01322,S0099,2,71821.0,0.05,0.06
OI0024026,ORD014063,P01868,S0267,3,18044.0,0.0,0.14
OI0024027,ORD014063,P02617,S0252,3,3980.0,0.08,0.17
OI0024028,ORD014063,P02076,S0361,1,2186.0,0.0,0.11
OI0024029,ORD014064,P02554,S0049,1,50857.0,0.06,0.08
OI0024030,ORD014065,P00874,S0116,1,7161.0,0.12,0.17
OI0024031,ORD014066,P02287,S0282,2,53131.0,0.0,0.08
OI0024032,ORD014067,P00382,S0305,2,29766.0,0.23,0.07
OI0024033,ORD014067,P00912,S0381,1,1717.0,0.0,0.11
OI0024034,ORD014067,P01086,S0261,1,2951.0,0.01,0.14
OI0024035,ORD014068,P02013,S0277,1,42380.0,0.0,0.06
OI0024036,ORD014069,P02068,S0003,2,1112.0,0.01,0.17
OI0024037,ORD014069,P00729,S0304,1,1402.0,0.0,0.16
OI0024038,ORD014070,P02426,S0142,1,830.0,0.0,0.13
OI0024039,ORD014070,P00100,S0007,1,6943.0,0.0,0.17
OI0024040,ORD014070,P01885,S0106,1,1239.0,0.0,0.11
OI0024041,ORD014070,P00448,S0056,1,2251.0,0.24,0.13
OI0024042,ORD014071,P02111,S0186,2,47982.0,0.03,0.08
OI0024043,ORD014071,P01044,S0115,1,1768.0,0.16,0.13
OI0024044,ORD014071,P01998,S0061,3,1896.0,0.0,0.16
OI0024045,ORD014072,P02996,S0199,1,1248.0,0.09,0.12
OI0024046,ORD014072,P00610,S0220,1,14124.0,0.01,0.14
OI0024047,ORD014072,P02436,S0280,1,54839.0,0.0,0.09
OI0024048,ORD014073,P01938,S0272,1,80343.0,0.0,0.07
OI0024049,ORD014073,P01685,S0358,1,3444.0,0.0,0.15
OI0024050,ORD014074,P00641,S0370,1,1369.0,0.0,0.12
OI0024051,ORD014074,P01705,S0306,2,29479.0,0.0,0.1
OI0024052,ORD014075,P02863,S0356,1,19343.0,0.0,0.14
OI0024053,ORD014076,P00619,S0181,1,1510.0,0.0,0.12
OI0024054,ORD014077,P00658,S0308,2,24410.0,0.0,0.13
OI0024055,ORD014078,P02439,S0185,1,69.0,0.0,0.12
OI0024056,ORD014079,P01630,S0294,3,1441.0,0.0,0.12
OI0024057,ORD014079,P00218,S0103,1,69300.0,0.0,0.07
OI0024058,ORD014080,P02215,S0185,1,1768.0,0.15,0.09
OI0024059,ORD014081,P02032,S0126,1,3053.0,0.0,0.14
OI0024060,ORD014082,P02910,S0151,1,1306.0,0.22,0.1
OI0024061,ORD014082,P02624,S0088,1,11027.0,0.0,0.15
OI0024062,ORD014083,P00758,S0185,1,2524.0,0.0,0.16
OI0024063,ORD014083,P01662,S0263,1,29322.0,0.0,0.1
OI0024064,ORD014084,P00371,S0143,1,21552.0,0.0,0.15
OI0024065,ORD014084,P01595,S0169,1,8179.0,0.0,0.14
OI0024066,ORD014084,P01362,S0358,1,4303.0,0.0,0.13
OI0024067,ORD014085,P02039,S0161,1,3647.0,0.0,0.14
OI0024068,ORD014085,P01988,S0156,1,2679.0,0.0,0.16
OI0024069,ORD014085,P00598,S0114,1,4070.0,0.13,0.14
OI0024070,ORD014086,P01518,S0346,1,366.0,0.0,0.13
OI0024071,ORD014087,P00732,S0178,1,1378.0,0.13,0.15
OI0024072,ORD014088,P02235,S0187,1,3132.0,0.0,0.14
OI0024073,ORD014088,P02464,S0378,1,865.0,0.0,0.12
OI0024074,ORD014089,P00174,S0171,1,30476.0,0.0,0.09
OI0024075,ORD014090,P00668,S0092,1,21938.0,0.0,0.07
OI0024076,ORD014090,P00788,S0143,2,282.0,0.0,0.11
OI0024077,ORD014091,P02676,S0156,3,88035.0,0.0,0.08
OI0024078,ORD014092,P02861,S0127,1,74963.0,0.21,0.07
OI0024079,ORD014093,P02914,S0194,2,2665.0,0.0,0.11
OI0024080,ORD014093,P00685,S0261,1,12426.0,0.1,0.15
OI0024081,ORD014093,P02826,S0211,1,2504.0,0.0,0.16
OI0024082,ORD014093,P01076,S0005,1,21438.0,0.0,0.13
OI0024083,ORD014094,P00658,S0121,2,22214.0,0.0,0.14
OI0024084,ORD014095,P01663,S0371,1,551.0,0.09,0.09
OI0024085,ORD014096,P01877,S0098,1,45538.0,0.08,0.09
OI0024086,ORD014096,P00266,S0289,1,6602.0,0.08,0.07
OI0024087,ORD014096,P01515,S0040,1,20747.0,0.0,0.13
OI0024088,ORD014097,P01199,S0020,3,7807.0,0.0,0.13
OI0024089,ORD014098,P02245,S0050,3,1875.0,0.0,0.11
OI0024090,ORD014098,P00161,S0070,1,947.0,0.04,0.13
OI0024091,ORD014098,P01532,S0062,1,59113.0,0.0,0.1
OI0024092,ORD014099,P00020,S0007,1,3722.0,0.0,0.09
OI0024093,ORD014100,P02479,S0392,1,8133.0,0.0,0.08
OI0024094,ORD014100,P00724,S0075,1,1291.0,0.0,0.1
