product_id,category,subcategory,base_price
P00712,Electronics,Laptops,9003.0
P00713,Grocery,Snacks,1233.0
P00714,Electronics,Accessories,15410.0
P00715,Fashion,Men's Clothing,7456.0
P00716,Electronics,Laptops,31735.0
P00717,Electronics,Laptops,36835.0
P00718,Fashion,Women's Clothing,6295.0
P00719,Grocery,Staples,1442.0
P00720,Books,Non-Fiction,413.0
P00721,Fashion,Men's Clothing,3433.0
P00722,Grocery,Personal Care,1855.0
P00723,Electronics,Audio,67079.0
P00724,Grocery,Personal Care,1190.0
P00725,Fashion,Footwear,6223.0
P00726,Electronics,Smartphones,36315.0
P00727,Fashion,Women's Clothing,5336.0
P00728,Fashion,Footwear,7658.0
P00729,Fashion,Footwear,1250.0
P00730,Grocery,Personal Care,1013.0
P00731,Electronics,Smartphones,42664.0
P00732,Home & Kitchen,Furniture,1357.0
P00733,Fashion,Footwear,7495.0
P00734,Electronics,Cameras,67186.0
P00735,Books,Non-Fiction,1501.0
P00736,Fashion,Watches,4165.0
P00737,Books,Fiction,2771.0
P00738,Electronics,Cameras,14588.0
P00739,Electronics,Laptops,46495.0
P00740,Grocery,Snacks,1469.0
P00741,Books,Academic,472.0
P00742,Electronics,Laptops,31299.0
P00743,Home & Kitchen,Cookware,15074.0
P00744,Electronics,Smartphones,70674.0
P00745,Home & Kitchen,Furniture,12677.0
P00746,Grocery,Beverages,788.0
P00747,Home & Kitchen,Decor,24491.0
P00748,Fashion,Watches,7344.0
P00749,Books,Fiction,2311.0
P00750,Fashion,Watches,2334.0
P00751,Fashion,Footwear,7716.0
P00752,Books,Children's,2914.0
P00753,Electronics,Accessories,36501.0
P00754,Grocery,Personal Care,293.0
P00755,Grocery,Personal Care,843.0
P00756,Electronics,Smartphones,56151.0
P00757,Fashion,Men's Clothing,6038.0
P00758,Fashion,Watches,2532.0
P00759,Home & Kitchen,Decor,17582.0
P00760,Fashion,Footwear,6914.0
P00761,Fashion,Men's Clothing,5753.0
P00762,Grocery,Staples,1873.0
P00763,Fashion,Women's Clothing,5134.0
P00764,Fashion,Men's Clothing,1767.0
P00765,Grocery,Beverages,1260.0
P00766,Fashion,Men's Clothing,2467.0
P00767,Electronics,Laptops,27951.0
P00768,Home & Kitchen,Appliances,16858.0
P00769,Electronics,Cameras,78516.0
P00770,Books,Children's,1985.0
P00771,Grocery,Beverages,1918.0
P00772,Electronics,Laptops,40560.0
P00773,Electronics,Cameras,55698.0
P00774,Electronics,Audio,26129.0
P00775,Home & Kitchen,Appliances,3018.0
P00776,Home & Kitchen,Cookware,8903.0
P00777,Electronics,Audio,38689.0
P00778,Grocery,Beverages,1154.0
P00779,Books,Children's,2035.0
P00780,Home & Kitchen,Decor,10524.0
P00781,Grocery,Beverages,1503.0
P00782,Electronics,Smartphones,67390.0
P00783,Books,Non-Fiction,929.0
P00784,Home & Kitchen,Decor,21205.0
P00785,Fashion,Watches,6505.0
P00786,Fashion,Watches,4277.0
P00787,Electronics,Accessories,2509.0
P00788,Grocery,Personal Care,316.0
P00789,Electronics,Cameras,53785.0
P00790,Books,Fiction,680.0
P00791,Home & Kitchen,Appliances,18792.0
P00792,Fashion,Men's Clothing,1455.0
P00793,Home & Kitchen,Decor,7272.0
P00794,Fashion,Footwear,2154.0
P00795,Home & Kitchen,Decor,21009.0
P00796,Electronics,Smartphones,55402.0
P00797,Fashion,Watches,2502.0
P00798,Fashion,Men's Clothing,6078.0
P00799,Electronics,Cameras,3068.0
P00800,Electronics,Audio,65215.0
P00801,Grocery,Personal Care,232.0
P00802,Electronics,Smartphones,69509.0
P00803,Grocery,Snacks,1487.0
P00804,Fashion,Footwear,6946.0
P00805,Electronics,Cameras,59522.0
P00806,Home & Kitchen,Appliances,14098.0
P00807,Fashion,Watches,2053.0
P00808,Electronics,Smartphones,62852.0
P00809,Home & Kitchen,Furniture,20001.0
P00810,Fashion,Footwear,2444.0
P00811,Home & Kitchen,Furniture,16663.0
P00812,Grocery,Beverages,1855.0
P00813,Home & Kitchen,Appliances,9781.0
P00814,Fashion,Watches,7662.0
P00815,Electronics,Smartphones,78078.0
P00816,Electronics,Smartphones,25356.0
P00817,Home & Kitchen,Furniture,13870.0
P00818,Home & Kitchen,Furniture,472.0
P00819,Electronics,Accessories,20482.0
P00820,Books,Fiction,1900.0
P00821,Books,Children's,2365.0
P00822,Fashion,Men's Clothing,6987.0
P00823,Electronics,Laptops,66484.0
P00824,Fashion,Men's Clothing,7310.0
P00825,Books,Children's,2143.0
P00826,Grocery,Staples,1306.0
P00827,Books,Non-Fiction,2290.0
P00828,Electronics,Audio,43956.0
P00829,Books,Academic,1850.0
P00830,Grocery,Beverages,1559.0
P00831,Electronics,Audio,77161.0
P00832,Fashion,Watches,2495.0
P00833,Home & Kitchen,Appliances,4559.0
P00834,Electronics,Laptops,54771.0
P00835,Grocery,Personal Care,398.0
P00836,Grocery,Snacks,372.0
P00837,Fashion,Watches,4208.0
P00838,Grocery,Snacks,773.0
P00839,Home & Kitchen,Furniture,10798.0
P00840,Books,Fiction,1714.0
P00841,Grocery,Beverages,286.0
P00842,Grocery,Personal Care,1180.0
P00843,Fashion,Footwear,2189.0
P00844,Fashion,Footwear,2778.0
P00845,Home & Kitchen,Cookware,17786.0
P00846,Electronics,Accessories,12807.0
P00847,Electronics,Accessories,12719.0
P00848,Electronics,Cameras,26149.0
P00849,Electronics,Cameras,4543.0
P00850,Grocery,Personal Care,1867.0
P00851,Books,Non-Fiction,1885.0
P00852,Electronics,Audio,53120.0
P00853,Electronics,Cameras,39499.0
P00854,Books,Children's,1761.0
P00855,Fashion,Footwear,2993.0
P00856,Home & Kitchen,Decor,19633.0
P00857,Books,Children's,1022.0
P00858,Books,Children's,738.0
P00859,Fashion,Footwear,1634.0
P00860,Fashion,Women's Clothing,732.0
P00861,Home & Kitchen,Furniture,12703.0
P00862,Grocery,Personal Care,849.0
P00863,Grocery,Snacks,1088.0
P00864,Grocery,Personal Care,211.0
P00865,Fashion,Men's Clothing,1925.0
P00866,Fashion,Footwear,1864.0
P00867,Grocery,Personal Care,684.0
P00868,Electronics,Audio,29183.0
P00869,Fashion,Watches,1904.0
P00870,Grocery,Snacks,1513.0
P00871,Grocery,Personal Care,1075.0
P00872,Grocery,Staples,1993.0
P00873,Grocery,Snacks,1653.0
P00874,Fashion,Footwear,7853.0
P00875,Grocery,Staples,47.0
P00876,Electronics,Audio,53681.0
P00877,Fashion,Men's Clothing,3676.0
P00878,Grocery,Personal Care,1812.0
P00879,Fashion,Men's Clothing,4987.0
P00880,Electronics,Laptops,49880.0
P00881,Grocery,Personal Care,1919.0
P00882,Fashion,Women's Clothing,5524.0
P00883,Electronics,Smartphones,26014.0
P00884,Books,Children's,2756.0
P00885,Books,Academic,2840.0
P00886,Electronics,Accessories,31177.0
P00887,Grocery,Personal Care,1094.0
P00888,Fashion,Men's Clothing,2406.0
P00889,Fashion,Footwear,7308.0
P00890,Grocery,Personal Care,1650.0
P00891,Fashion,Footwear,3125.0
P00892,Home & Kitchen,Appliances,20100.0
P00893,Grocery,Staples,908.0
P00894,Fashion,Men's Clothing,542.0
P00895,Fashion,Women's Clothing,7207.0
P00896,Electronics,Accessories,15805.0
P00897,Electronics,Laptops,41355.0
P00898,Electronics,Smartphones,75883.0
P00899,Electronics,Audio,13808.0
P00900,Electronics,Smartphones,76524.0
P00901,Electronics,Smartphones,43269.0
P00902,Home & Kitchen,Appliances,332.0
P00903,Fashion,Women's Clothing,711.0
P00904,Home & Kitchen,Decor,16808.0
P00905,Electronics,Smartphones,62000.0
P00906,Home & Kitchen,Cookware,21644.0
P00907,Electronics,Accessories,34225.0
P00908,Fashion,Men's Clothing,1011.0
P00909,Fashion,Footwear,4394.0
P00910,Electronics,Accessories,56368.0
P00911,Electronics,Accessories,78110.0
P00912,Grocery,Personal Care,1557.0
P00913,Electronics,Laptops,51902.0
P00914,Home & Kitchen,Furniture,23503.0
P00915,Electronics,Cameras,59878.0
P00916,Books,Children's,546.0
P00917,Home & Kitchen,Furniture,11562.0
P00918,Fashion,Women's Clothing,2787.0
P00919,Electronics,Laptops,7458.0
P00920,Home & Kitchen,Cookware,1499.0
P00921,Grocery,Personal Care,1595.0
P00922,Fashion,Women's Clothing,4553.0
P00923,Fashion,Watches,4685.0
P00924,Grocery,Snacks,478.0
P00925,Fashion,Women's Clothing,2217.0
P00926,Fashion,Watches,3227.0
P00927,Home & Kitchen,Decor,15811.0
P00928,Books,Children's,1356.0
P00929,Books,Academic,149.0
P00930,Books,Fiction,2053.0
P00931,Home & Kitchen,Appliances,13441.0
P00932,Fashion,Footwear,5203.0
P00933,Electronics,Cameras,49659.0
P00934,Grocery,Snacks,1519.0
P00935,Fashion,Men's Clothing,4768.0
P00936,Grocery,Personal Care,1411.0
P00937,Electronics,Accessories,6271.0
P00938,Home & Kitchen,Decor,23212.0
P00939,Electronics,Audio,8938.0
P00940,Home & Kitchen,Decor,19704.0
P00941,Books,Children's,974.0
P00942,Books,Academic,351.0
P00943,Fashion,Women's Clothing,6169.0
P00944,Fashion,Watches,3614.0
P00945,Home & Kitchen,Appliances,9969.0
P00946,Grocery,Staples,1332.0
P00947,Fashion,Women's Clothing,3897.0
P00948,Books,Children's,1647.0
P00949,Fashion,Footwear,1264.0
P00950,Electronics,Cameras,31584.0
P00951,Grocery,Beverages,1601.0
P00952,Fashion,Footwear,4457.0
P00953,Electronics,Smartphones,76831.0
P00954,Electronics,Audio,11954.0
P00955,Fashion,Footwear,5483.0
P00956,Books,Fiction,2751.0
P00957,Electronics,Cameras,63704.0
P00958,Fashion,Men's Clothing,5889.0
P00959,Fashion,Watches,3110.0
P00960,Books,Academic,2853.0
P00961,Fashion,Women's Clothing,4517.0
P00962,Electronics,Cameras,44628.0
P00963,Fashion,Footwear,1161.0
P00964,Electronics,Laptops,900.0
P00965,Fashion,Women's Clothing,4854.0
P00966,Home & Kitchen,Decor,13498.0
P00967,Grocery,Snacks,1896.0
P00968,Electronics,Smartphones,24723.0
P00969,Fashion,Men's Clothing,6037.0
P00970,Home & Kitchen,Decor,22603.0
P00971,Grocery,Personal Care,707.0
P00972,Fashion,Men's Clothing,3419.0
P00973,Fashion,Footwear,5238.0
P00974,Grocery,Snacks,1040.0
P00975,Electronics,Smartphones,13296.0
P00976,Home & Kitchen,Decor,5637.0
P00977,Home & Kitchen,Decor,20893.0
P00978,Grocery,Personal Care,413.0
P00979,Books,Non-Fiction,626.0
P00980,Grocery,Snacks,1605.0
P00981,Electronics,Laptops,68254.0
P00982,Fashion,Footwear,6841.0
P00983,Fashion,Footwear,7472.0
P00984,Electronics,Laptops,79548.0
P00985,Grocery,Beverages,939.0
P00986,Fashion,Watches,4487.0
P00987,Electronics,Accessories,23607.0
P00988,Fashion,Footwear,725.0
P00989,Home & Kitchen,Cookware,2590.0
P00990,Fashion,Watches,5860.0
P00991,Electronics,Smartphones,39232.0
P00992,Grocery,Snacks,682.0
P00993,Home & Kitchen,Furniture,3336.0
P00994,Fashion,Watches,5313.0
P00995,Electronics,Cameras,8454.0
P00996,Books,Academic,1897.0
P00997,Grocery,Staples,1803.0
P00998,Books,Children's,1022.0
P00999,Grocery,Staples,918.0
P01000,Electronics,Accessories,49499.0
P01001,Fashion,Men's Clothing,2584.0
P01002,Electronics,Audio,46942.0
P01003,Fashion,Footwear,4611.0
P01004,Home & Kitchen,Decor,9208.0
P01005,Grocery,Personal Care,653.0
P01006,Fashion,Footwear,3541.0
P01007,Home & Kitchen,Cookware,270.0
P01008,Electronics,Laptops,20071.0
P01009,Grocery,Personal Care,466.0
P01010,Grocery,Staples,1487.0
P01011,Books,Academic,1365.0
P01012,Electronics,Cameras,67289.0
P01013,Grocery,Snacks,295.0
P01014,Electronics,Smartphones,58771.0
P01015,Grocery,Personal Care,1759.0
P01016,Grocery,Beverages,942.0
P01017,Home & Kitchen,Appliances,9065.0
P01018,Fashion,Men's Clothing,2583.0
P01019,Grocery,Snacks,1117.0
P01020,Electronics,Smartphones,14474.0
P01021,Electronics,Smartphones,48727.0
P01022,Home & Kitchen,Decor,21069.0
P01023,Home & Kitchen,Appliances,21489.0
P01024,Electronics,Smartphones,11630.0
P01025,Electronics,Smartphones,43320.0
P01026,Electronics,Laptops,21427.0
P01027,Fashion,Women's Clothing,7113.0
P01028,Electronics,Audio,6579.0
P01029,Books,Children's,319.0
P01030,Fashion,Footwear,345.0
P01031,Electronics,Cameras,40821.0
P01032,Home & Kitchen,Appliances,925.0
P01033,Grocery,Snacks,1176.0
P01034,Books,Children's,1275.0
P01035,Books,Fiction,1811.0
P01036,Home & Kitchen,Appliances,22672.0
P01037,Grocery,Personal Care,1117.0
P01038,Electronics,Accessories,43706.0
P01039,Fashion,Men's Clothing,7990.0
P01040,Fashion,Footwear,3882.0
P01041,Books,Non-Fiction,2348.0
P01042,Electronics,Audio,29583.0
P01043,Fashion,Watches,1942.0
P01044,Grocery,Snacks,1551.0
P01045,Fashion,Footwear,5919.0
P01046,Electronics,Smartphones,23634.0
P01047,Home & Kitchen,Decor,11698.0
P01048,Home & Kitchen,Decor,12834.0
P01049,Electronics,Smartphones,32044.0
P01050,Fashion,Watches,4117.0
P01051,Home & Kitchen,Decor,16618.0
P01052,Books,Non-Fiction,2559.0
P01053,Electronics,Smartphones,64620.0
P01054,Grocery,Personal Care,1240.0
P01055,Home & Kitchen,Cookware,4271.0
P01056,Electronics,Laptops,41374.0
P01057,Home & Kitchen,Cookware,11239.0
P01058,Home & Kitchen,Cookware,4602.0
P01059,Books,Academic,2851.0
P01060,Electronics,Laptops,52923.0
P01061,Electronics,Laptops,77435.0
P01062,Fashion,Women's Clothing,5940.0
P01063,Home & Kitchen,Cookware,12165.0
P01064,Home & Kitchen,Furniture,9066.0
P01065,Grocery,Snacks,461.0
P01066,Fashion,Women's Clothing,4004.0
P01067,Electronics,Accessories,5497.0
P01068,Fashion,Women's Clothing,3082.0
P01069,Electronics,Cameras,3903.0
P01070,Home & Kitchen,Cookware,5288.0
P01071,Fashion,Footwear,7280.0
P01072,Grocery,Snacks,742.0
P01073,Grocery,Snacks,955.0
P01074,Fashion,Footwear,3746.0
P01075,Home & Kitchen,Furniture,1304.0
P01076,Home & Kitchen,Cookware,24518.0
P01077,Electronics,Smartphones,26264.0
P01078,Fashion,Women's Clothing,5689.0
P01079,Electronics,Smartphones,41949.0
P01080,Electronics,Accessories,66457.0
P01081,Home & Kitchen,Furniture,20897.0
P01082,Electronics,Cameras,21434.0
P01083,Home & Kitchen,Decor,13677.0
P01084,Books,Fiction,604.0
P01085,Electronics,Laptops,52467.0
P01086,Fashion,Footwear,3049.0
P01087,Grocery,Staples,1317.0
P01088,Books,Non-Fiction,2523.0
P01089,Electronics,Audio,41575.0
P01090,Home & Kitchen,Cookware,9502.0
P01091,Books,Fiction,2731.0
P01092,Grocery,Personal Care,1047.0
P01093,Electronics,Audio,28555.0
P01094,Fashion,Footwear,6968.0
P01095,Books,Fiction,1512.0
P01096,Electronics,Audio,38828.0
P01097,Fashion,Women's Clothing,4913.0
P01098,Electronics,Cameras,40396.0
P01099,Books,Fiction,503.0
P01100,Grocery,Beverages,356.0
P01101,Books,Children's,324.0
P01102,Books,Fiction,1966.0
P01103,Fashion,Men's Clothing,1850.0
P01104,Books,Children's,642.0
P01105,Electronics,Audio,29297.0
P01106,Electronics,Audio,57526.0
P01107,Home & Kitchen,Cookware,3091.0
P01108,Fashion,Watches,1997.0
P01109,Books,Children's,2452.0
P01110,Home & Kitchen,Cookware,18048.0
P01111,Grocery,Staples,979.0
P01112,Books,Academic,1489.0
P01113,Fashion,Women's Clothing,1843.0
P01114,Electronics,Smartphones,13319.0
P01115,Grocery,Snacks,1672.0
P01116,Electronics,Accessories,2284.0
P01117,Electronics,Cameras,3930.0
P01118,Fashion,Footwear,4673.0
P01119,Grocery,Personal Care,347.0
P01120,Electronics,Cameras,50548.0
P01121,Home & Kitchen,Decor,1124.0
P01122,Grocery,Personal Care,1157.0
P01123,Fashion,Watches,636.0
P01124,Electronics,Smartphones,21032.0
P01125,Home & Kitchen,Cookware,4624.0
P01126,Fashion,Women's Clothing,7674.0
P01127,Fashion,Watches,4875.0
P01128,Fashion,Watches,4596.0
P01129,Fashion,Women's Clothing,345.0
P01130,Fashion,Watches,5812.0
P01131,Grocery,Beverages,1334.0
P01132,Fashion,Watches,2411.0
P01133,Books,Children's,349.0
P01134,Fashion,Watches,3704.0
P01135,Electronics,Smartphones,79426.0
P01136,Books,Academic,2615.0
P01137,Fashion,Watches,1530.0
P01138,Grocery,Beverages,1666.0
P01139,Home & Kitchen,Decor,15081.0
P01140,Electronics,Accessories,63672.0
P01141,Fashion,Women's Clothing,6600.0
P01142,Grocery,Personal Care,388.0
P01143,Fashion,Men's Clothing,5345.0
P01144,Electronics,Smartphones,21529.0
P01145,Fashion,Men's Clothing,5849.0
P01146,Electronics,Smartphones,27742.0
P01147,Electronics,Audio,36551.0
P01148,Home & Kitchen,Cookware,14826.0
P01149,Electronics,Accessories,18770.0
P01150,Grocery,Snacks,789.0
P01151,Books,Fiction,415.0
P01152,Electronics,Cameras,16587.0
P01153,Electronics,Cameras,68838.0
P01154,Books,Academic,1563.0
P01155,Grocery,Staples,857.0
P01156,Home & Kitchen,Appliances,3867.0
P01157,Home & Kitchen,Decor,2543.0
P01158,Grocery,Personal Care,967.0
P01159,Books,Fiction,1883.0
P01160,Electronics,Accessories,3603.0
P01161,Fashion,Footwear,6314.0
P01162,Grocery,Beverages,1022.0
P01163,Grocery,Staples,262.0
P01164,Electronics,Cameras,38838.0
P01165,Home & Kitchen,Furniture,3389.0
P01166,Home & Kitchen,Furniture,15146.0
P01167,Electronics,Audio,66288.0
P01168,Grocery,Snacks,1797.0
P01169,Fashion,Men's Clothing,6244.0
P01170,Fashion,Footwear,5264.0
P01171,Grocery,Beverages,1058.0
P01172,Grocery,Staples,760.0
P01173,Grocery,Beverages,116.0
P01174,Grocery,Snacks,1074.0
P01175,Grocery,Personal Care,482.0
P01176,Electronics,Cameras,64283.0
P01177,Electronics,Cameras,63270.0
P01178,Fashion,Men's Clothing,3174.0
P01179,Grocery,Beverages,1190.0
P01180,Fashion,Men's Clothing,5983.0
P01181,Grocery,Snacks,1530.0
P01182,Books,Academic,2120.0
P01183,Home & Kitchen,Decor,2578.0
P01184,Books,Academic,488.0
P01185,Electronics,Accessories,38433.0
P01186,Fashion,Men's Clothing,2014.0
P01187,Fashion,Women's Clothing,6901.0
P01188,Grocery,Snacks,588.0
P01189,Books,Children's,2643.0
P01190,Electronics,Smartphones,32987.0
P01191,Electronics,Laptops,15527.0
P01192,Grocery,Staples,1427.0
P01193,Fashion,Men's Clothing,6357.0
P01194,Electronics,Cameras,46450.0
P01195,Books,Non-Fiction,442.0
P01196,Electronics,Audio,1072.0
P01197,Electronics,Audio,52536.0
P01198,Fashion,Watches,5565.0
P01199,Home & Kitchen,Decor,8000.0
P01200,Grocery,Snacks,744.0
P01201,Fashion,Footwear,1407.0
P01202,Electronics,Accessories,52300.0
P01203,Electronics,Accessories,20664.0
P01204,Electronics,Cameras,68471.0
P01205,Home & Kitchen,Cookware,10676.0
P01206,Electronics,Smartphones,29569.0
P01207,Home & Kitchen,Furniture,6998.0
P01208,Electronics,Laptops,54608.0
P01209,Books,Fiction,2289.0
P01210,Grocery,Staples,844.0
P01211,Fashion,Footwear,6314.0
P01212,Fashion,Watches,3963.0
P01213,Fashion,Watches,3088.0
P01214,Electronics,Audio,44615.0
P01215,Books,Children's,836.0
P01216,Electronics,Audio,24879.0
P01217,Electronics,Accessories,27876.0
P01218,Fashion,Women's Clothing,5703.0
P01219,Books,Fiction,2234.0
P01220,Fashion,Footwear,6869.0
P01221,Fashion,Watches,5342.0
P01222,Books,Fiction,2269.0
P01223,Home & Kitchen,Decor,11248.0
P01224,Books,Children's,2128.0
P01225,Electronics,Cameras,13363.0
P01226,Home & Kitchen,Decor,5479.0
P01227,Home & Kitchen,Cookware,10104.0
P01228,Fashion,Women's Clothing,2840.0
P01229,Fashion,Watches,4494.0
P01230,Fashion,Men's Clothing,5637.0
P01231,Grocery,Staples,1422.0
P01232,Electronics,Laptops,13279.0
P01233,Fashion,Footwear,7724.0
P01234,Grocery,Snacks,40.0
P01235,Grocery,Snacks,209.0
P01236,Grocery,Beverages,316.0
P01237,Grocery,Beverages,1854.0
P01238,Electronics,Accessories,35113.0
P01239,Electronics,Smartphones,5594.0
P01240,Grocery,Staples,467.0
P01241,Books,Children's,332.0
P01242,Electronics,Audio,3502.0
P01243,Grocery,Snacks,787.0
P01244,Fashion,Women's Clothing,7879.0
P01245,Electronics,Audio,49310.0
P01246,Electronics,Cameras,41920.0
P01247,Grocery,Snacks,1432.0
P01248,Electronics,Cameras,47999.0
P01249,Fashion,Footwear,7577.0
P01250,Fashion,Men's Clothing,6598.0
P01251,Grocery,Personal Care,1291.0
P01252,Fashion,Men's Clothing,3624.0
P01253,Fashion,Watches,1773.0
P01254,Home & Kitchen,Cookware,16474.0
P01255,Electronics,Audio,64411.0
P01256,Home & Kitchen,Cookware,7257.0
P01257,Fashion,Footwear,462.0
P01258,Grocery,Personal Care,1211.0
P01259,Fashion,Watches,4223.0
P01260,Electronics,Audio,18918.0
P01261,Electronics,Accessories,13974.0
P01262,Fashion,Men's Clothing,481.0
P01263,Grocery,Personal Care,501.0
P01264,Home & Kitchen,Cookware,157.0
P01265,Home & Kitchen,Decor,4063.0
P01266,Home & Kitchen,Furniture,24921.0
P01267,Electronics,Cameras,62484.0
P01268,Electronics,Audio,28574.0
P01269,Books,Academic,1246.0
P01270,Home & Kitchen,Cookware,14714.0
P01271,Electronics,Audio,41661.0
P01272,Grocery,Staples,1482.0
P01273,Fashion,Women's Clothing,735.0
P01274,Electronics,Audio,7668.0
P01275,Home & Kitchen,Appliances,7220.0
P01276,Books,Fiction,2506.0
P01277,Books,Children's,2754.0
P01278,Fashion,Footwear,2915.0
P01279,Home & Kitchen,Decor,24088.0
P01280,Fashion,Women's Clothing,2357.0
P01281,Books,Academic,1858.0
P01282,Books,Non-Fiction,664.0
P01283,Home & Kitchen,Cookware,23253.0
P01284,Fashion,Men's Clothing,4684.0
P01285,Books,Non-Fiction,857.0
P01286,Electronics,Accessories,32867.0
P01287,Electronics,Accessories,8964.0
P01288,Grocery,Snacks,173.0
P01289,Home & Kitchen,Furniture,7462.0
P01290,Electronics,Smartphones,75788.0
P01291,Home & Kitchen,Furniture,20103.0
P01292,Books,Academic,2874.0
P01293,Grocery,Snacks,1756.0
P01294,Electronics,Laptops,65145.0
P01295,Grocery,Snacks,1163.0
P01296,Electronics,Smartphones,55688.0
P01297,Fashion,Women's Clothing,7735.0
P01298,Grocery,Personal Care,1139.0
P01299,Fashion,Watches,6206.0
P01300,Fashion,Watches,6108.0
P01301,Grocery,Beverages,1924.0
P01302,Fashion,Footwear,3779.0
P01303,Electronics,Laptops,37127.0
P01304,Fashion,Watches,4777.0
P01305,Fashion,Men's Clothing,413.0
P01306,Fashion,Watches,1107.0
P01307,Electronics,Audio,5871.0
P01308,Electronics,Accessories,50876.0
P01309,Home & Kitchen,Decor,24856.0
P01310,Grocery,Staples,1364.0
P01311,Books,Academic,767.0
P01312,Books,Fiction,1016.0
P01313,Grocery,Beverages,1912.0
P01314,Fashion,Watches,4229.0
P01315,Electronics,Audio,1273.0
P01316,Fashion,Men's Clothing,6691.0
P01317,Home & Kitchen,Cookware,6319.0
P01318,Books,Academic,370.0
P01319,Grocery,Beverages,1357.0
P01320,Grocery,Staples,1648.0
P01321,Books,Fiction,320.0
P01322,Electronics,Cameras,74546.0
P01323,Grocery,Personal Care,969.0
P01324,Grocery,Personal Care,726.0
P01325,Electronics,Cameras,71598.0
P01326,Home & Kitchen,Cookware,6837.0
P01327,Electronics,Audio,75796.0
P01328,Electronics,Cameras,54807.0
P01329,Fashion,Women's Clothing,7297.0
P01330,Fashion,Footwear,4092.0
P01331,Fashion,Watches,1757.0
P01332,Electronics,Cameras,58967.0
P01333,Fashion,Women's Clothing,7007.0
P01334,Fashion,Men's Clothing,1813.0
P01335,Books,Children's,688.0
P01336,Grocery,Staples,522.0
P01337,Books,Academic,1894.0
P01338,Home & Kitchen,Cookware,4026.0
P01339,Home & Kitchen,Furniture,2801.0
P01340,Home & Kitchen,Cookware,23017.0
P01341,Electronics,Laptops,54227.0
P01342,Fashion,Watches,5375.0
P01343,Home & Kitchen,Appliances,15404.0
P01344,Electronics,Cameras,61257.0
P01345,Electronics,Cameras,43547.0
P01346,Grocery,Snacks,113.0
P01347,Books,Academic,1499.0
P01348,Home & Kitchen,Decor,15574.0
P01349,Home & Kitchen,Decor,12385.0
P01350,Fashion,Watches,7886.0
P01351,Grocery,Personal Care,1797.0
P01352,Home & Kitchen,Decor,21739.0
P01353,Home & Kitchen,Cookware,12347.0
P01354,Grocery,Beverages,1969.0
P01355,Home & Kitchen,Cookware,22913.0
P01356,Electronics,Accessories,22781.0
P01357,Books,Fiction,744.0
P01358,Home & Kitchen,Appliances,14480.0
P01359,Electronics,Accessories,4805.0
P01360,Fashion,Footwear,6434.0
P01361,Books,Non-Fiction,1487.0
P01362,Fashion,Footwear,4418.0
P01363,Electronics,Smartphones,40447.0
P01364,Books,Non-Fiction,1242.0
P01365,Fashion,Footwear,5553.0
P01366,Fashion,Footwear,1563.0
P01367,Grocery,Personal Care,1954.0
P01368,Home & Kitchen,Furniture,17501.0
P01369,Home & Kitchen,Cookware,11583.0
P01370,Grocery,Beverages,1388.0
P01371,Books,Children's,134.0
P01372,Electronics,Accessories,17255.0
P01373,Books,Non-Fiction,1785.0
P01374,Electronics,Cameras,26372.0
P01375,Home & Kitchen,Cookware,15378.0
P01376,Electronics,Audio,21146.0
P01377,Grocery,Beverages,1111.0
P01378,Home & Kitchen,Cookware,6043.0
P01379,Fashion,Footwear,3876.0
P01380,Electronics,Accessories,49240.0
P01381,Fashion,Women's Clothing,3054.0
P01382,Electronics,Laptops,40152.0
P01383,Grocery,Beverages,445.0
P01384,Grocery,Personal Care,1410.0
P01385,Electronics,Laptops,30099.0
P01386,Grocery,Snacks,1713.0
P01387,Electronics,Laptops,22731.0
P01388,Electronics,Laptops,14801.0
P01389,Fashion,Men's Clothing,1223.0
P01390,Fashion,Footwear,4692.0
P01391,Electronics,Smartphones,18671.0
P01392,Grocery,Staples,227.0
P01393,Home & Kitchen,Decor,6858.0
P01394,Fashion,Women's Clothing,2039.0
P01395,Home & Kitchen,Appliances,10891.0
P01396,Electronics,Laptops,30780.0
P01397,Fashion,Women's Clothing,1338.0
P01398,Home & Kitchen,Furniture,23985.0
P01399,Grocery,Snacks,325.0
P01400,Home & Kitchen,Appliances,20171.0
P01401,Grocery,Staples,378.0
P01402,Electronics,Audio,40218.0
P01403,Electronics,Accessories,79647.0
P01404,Books,Non-Fiction,2563.0
P01405,Fashion,Watches,4233.0
P01406,Home & Kitchen,Decor,18056.0
P01407,Grocery,Personal Care,1577.0
P01408,Electronics,Laptops,24353.0
P01409,Fashion,Women's Clothing,4585.0
P01410,Fashion,Footwear,4629.0
P01411,Home & Kitchen,Appliances,10050.0
P01412,Books,Non-Fiction,2103.0
P01413,Fashion,Footwear,668.0
P01414,Electronics,Cameras,65199.0
P01415,Fashion,Watches,3917.0
P01416,Electronics,Audio,50574.0
P01417,Fashion,Footwear,3709.0
P01418,Electronics,Audio,27105.0
P01419,Electronics,Cameras,29196.0
P01420,Electronics,Cameras,45048.0
P01421,Electronics,Audio,74582.0
P01422,Fashion,Women's Clothing,2210.0
P01423,Books,Non-Fiction,158.0
P01424,Electronics,Cameras,10138.0
P01425,Home & Kitchen,Furniture,21704.0
P01426,Grocery,Beverages,1927.0
P01427,Fashion,Men's Clothing,1752.0
P01428,Books,Children's,1770.0
